,Entity,Code,Year,Share of population covered by health insurance (ILO (2014)),Under-fifteen mortality rate,Deaths - Sex: all - Age: 0 - Variant: estimates,Observation value - Indicator: Under-five mortality rate - Sex: Total - Wealth quintile: Total - Unit of measure: Deaths per 100 live births,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Estimated maternal deaths,Births attended by skilled health staff (% of total),MCV1 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized)
204,Austria,AUT,2010,99.3,0.52879107,311.0,0.43251032,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.23,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,4.6439295,98.5,80.0,86.0,86.0
205,Austria,AUT,2010,99.3,0.52879107,311.0,0.43251032,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.28,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,4.6439295,98.5,80.0,86.0,86.0
206,Austria,AUT,2010,99.3,0.52879107,311.0,0.43251032,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.3,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,4.6439295,98.5,80.0,86.0,86.0
207,Austria,AUT,2010,99.3,0.52879107,311.0,0.43251032,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.32,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,4.6439295,98.5,80.0,86.0,86.0
208,Austria,AUT,2010,99.3,0.52879107,311.0,0.43251032,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.42,,,,,,0.4,,,EN,2018-11-26T23:00:00.000Z,4.6439295,98.5,80.0,86.0,86.0
209,Austria,AUT,2010,99.3,0.52879107,311.0,0.43251032,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.38,,,,,,0.4,,,EN,2018-11-26T23:00:00.000Z,4.6439295,98.5,80.0,86.0,86.0
210,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.002,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
211,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.008,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
212,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
213,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.005,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
214,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.008,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
215,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
216,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.014,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
217,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
218,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.025,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
219,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.03,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
220,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
221,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.003,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
222,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
223,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.005,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
224,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.036,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
225,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
226,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.048,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
227,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.001,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
228,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.004,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
229,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.003,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
230,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.024,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
231,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
232,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.09,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
233,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.051,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
234,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.12,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
235,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.056,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
236,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.067,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
237,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.072,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
238,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
239,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.13,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
240,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.058,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
241,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.1,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
242,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.086,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
243,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.054,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
244,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.082,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
245,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.22,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
246,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.18,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
247,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.17,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
248,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.23,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
249,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.17,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
250,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.31,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
251,Azerbaijan,AZE,2006,2.9,5.2639575,6655.0,4.878475,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.42,,,,,,0.4,,,EN,2018-11-26T23:00:00.000Z,60.855225,88.0,69.0,80.0,78.0
252,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.049,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
253,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.049,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
254,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
255,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.024,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
256,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
257,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
258,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
259,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
260,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
261,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
262,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
263,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
264,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
