Entity,Code,Year,Observation value - Indicator: Under-five mortality rate - Sex: Total - Wealth quintile: Total - Unit of measure: Deaths per 100 live births
Chile,CHL,1978,4.2000985
Chile,CHL,1979,3.6768298
Chile,CHL,1980,3.297034
Chile,CHL,1981,2.9870455
Chile,CHL,1982,2.7022212
Chile,CHL,1983,2.4627166
Chile,CHL,1984,2.3089526
Chile,CHL,1985,2.2442586
Chile,CHL,1986,2.2200522
Chile,CHL,1987,2.190099
Chile,CHL,1988,2.1323512
Chile,CHL,1989,2.0377476
Chile,CHL,1990,1.9082804
Chile,CHL,1991,1.7645962
Chile,CHL,1992,1.6240442
Chile,CHL,1993,1.4976321
Chile,CHL,1994,1.3924854
Chile,CHL,1995,1.3113484
Chile,CHL,1996,1.2546488
Chile,CHL,1997,1.2196599
Chile,CHL,1998,1.1921413
Chile,CHL,1999,1.1505414
Chile,CHL,2000,1.0890772
Chile,CHL,2001,1.0271758
Chile,CHL,2002,0.9811783
Chile,CHL,2003,0.9505075
Chile,CHL,2004,0.9279081
Chile,CHL,2005,0.9094351
Chile,CHL,2006,0.8962792
Chile,CHL,2007,0.8904829
Chile,CHL,2008,0.88814104
Chile,CHL,2009,0.88232595
Chile,CHL,2010,0.8699114
Chile,CHL,2011,0.8546568
Chile,CHL,2012,0.83930004
Chile,CHL,2013,0.82498014
Chile,CHL,2014,0.8108196
Chile,CHL,2015,0.79592675
Chile,CHL,2016,0.77974635
Chile,CHL,2017,0.76121926
Chile,CHL,2018,0.73989516
Chile,CHL,2019,0.7147929
Chile,CHL,2020,0.68559206
Chile,CHL,2021,0.65672386
Chile,CHL,2022,0.6290339
China,CHN,1969,11.856504
China,CHN,1970,11.258917
China,CHN,1971,10.686621
China,CHN,1972,10.125982
China,CHN,1973,9.572551
China,CHN,1974,9.01702
China,CHN,1975,8.469545
China,CHN,1976,7.939769
China,CHN,1977,7.441002
China,CHN,1978,6.9788833
China,CHN,1979,6.586461
China,CHN,1980,6.2550993
China,CHN,1981,5.9767513
China,CHN,1982,5.7583127
China,CHN,1983,5.597438
China,CHN,1984,5.4865274
China,CHN,1985,5.417582
China,CHN,1986,5.3904085
China,CHN,1987,5.3925066
China,CHN,1988,5.403163
China,CHN,1989,5.399781
China,CHN,1990,5.373809
China,CHN,1991,5.315717
China,CHN,1992,5.2214293
China,CHN,1993,5.0896053
China,CHN,1994,4.9295344
China,CHN,1995,4.7510767
China,CHN,1996,4.55731
China,CHN,1997,4.3563867
China,CHN,1998,4.1417923
China,CHN,1999,3.9142761
China,CHN,2000,3.6723971
China,CHN,2001,3.4144874
China,CHN,2002,3.149836
China,CHN,2003,2.8856888
China,CHN,2004,2.634769
China,CHN,2005,2.401215
China,CHN,2006,2.192247
China,CHN,2007,2.0089548
China,CHN,2008,1.8466337
China,CHN,2009,1.7026386
China,CHN,2010,1.5738093
China,CHN,2011,1.4550688
China,CHN,2012,1.3465141
China,CHN,2013,1.2460959
China,CHN,2014,1.1543224
China,CHN,2015,1.0704776
China,CHN,2016,0.9945861
China,CHN,2017,0.92473906
China,CHN,2018,0.8607319
China,CHN,2019,0.8028081
China,CHN,2020,0.750738
China,CHN,2021,0.7030859
China,CHN,2022,0.6596203
Colombia,COL,1952,17.739231
Colombia,COL,1953,17.142595
Colombia,COL,1954,16.578152
Colombia,COL,1955,16.0302
Colombia,COL,1956,15.47727
Colombia,COL,1957,14.960803
Colombia,COL,1958,14.466313
Colombia,COL,1959,13.97471
Colombia,COL,1960,13.506025
Colombia,COL,1961,13.065343
Colombia,COL,1962,12.63984
Colombia,COL,1963,12.236536
Colombia,COL,1964,11.862189
Colombia,COL,1965,11.499533
Colombia,COL,1966,11.148291
Colombia,COL,1967,10.802629
Colombia,COL,1968,10.454026
Colombia,COL,1969,10.099905
Colombia,COL,1970,9.738454
Colombia,COL,1971,9.373429
Colombia,COL,1972,8.996959
Colombia,COL,1973,8.608406
Colombia,COL,1974,8.211823
Colombia,COL,1975,7.808017
Colombia,COL,1976,7.3962965
Colombia,COL,1977,6.9877014
Colombia,COL,1978,6.590579
Colombia,COL,1979,6.2059107
Colombia,COL,1980,5.8394895
Colombia,COL,1981,5.4966707
Colombia,COL,1982,5.1768565
Colombia,COL,1983,4.8859963
Colombia,COL,1984,4.6198797
Colombia,COL,1985,4.889434
Colombia,COL,1986,4.177005
Colombia,COL,1987,3.9959464
Colombia,COL,1988,3.8370132
Colombia,COL,1989,3.6950164
Colombia,COL,1990,3.5664406
Colombia,COL,1991,3.4442115
Colombia,COL,1992,3.3282676
Colombia,COL,1993,3.2129142
Colombia,COL,1994,3.0989454
Colombia,COL,1995,2.989246
Colombia,COL,1996,2.882296
Colombia,COL,1997,2.7789078
Colombia,COL,1998,2.6830323
Colombia,COL,1999,2.5924115
Colombia,COL,2000,2.5084386
Colombia,COL,2001,2.4302683
Colombia,COL,2002,2.3555844
Colombia,COL,2003,2.2845845
Colombia,COL,2004,2.21709
Colombia,COL,2005,2.1514704
Colombia,COL,2006,2.0866714
Colombia,COL,2007,2.0228524
Colombia,COL,2008,1.9592377
Colombia,COL,2009,1.8963541
Colombia,COL,2010,1.8357729
Colombia,COL,2011,1.7766327
Colombia,COL,2012,1.7183542
Colombia,COL,2013,1.6621292
Colombia,COL,2014,1.609964
Colombia,COL,2015,1.560385
Colombia,COL,2016,1.509533
Colombia,COL,2017,1.4630193
Colombia,COL,2018,1.4152622
Colombia,COL,2019,1.3701354
Colombia,COL,2020,1.3260086
Colombia,COL,2021,1.2815459
Colombia,COL,2022,1.2372154
Comoros,COM,1970,23.269754
Comoros,COM,1971,22.661306
Comoros,COM,1972,22.076284
Comoros,COM,1973,21.517956
Comoros,COM,1974,20.94608
Comoros,COM,1975,20.406973
Comoros,COM,1976,19.836327
Comoros,COM,1977,19.27512
Comoros,COM,1978,18.704487
Comoros,COM,1979,18.130058
Comoros,COM,1980,17.554213
Comoros,COM,1981,16.993532
Comoros,COM,1982,16.433422
Comoros,COM,1983,15.889272
Comoros,COM,1984,15.357626
Comoros,COM,1985,14.855789
Comoros,COM,1986,14.365408
Comoros,COM,1987,13.899112
Comoros,COM,1988,13.46391
Comoros,COM,1989,13.040355
Comoros,COM,1990,12.635352
Comoros,COM,1991,12.243921
Comoros,COM,1992,11.862099
Comoros,COM,1993,11.494215
Comoros,COM,1994,11.160933
Comoros,COM,1995,10.850968
Comoros,COM,1996,10.5685425
Comoros,COM,1997,10.317798
Comoros,COM,1998,10.077113
Comoros,COM,1999,9.859955
Comoros,COM,2000,9.639376
Comoros,COM,2001,9.410662
Comoros,COM,2002,9.188959
Comoros,COM,2003,8.957579
Comoros,COM,2004,8.714425
Comoros,COM,2005,8.476719
Comoros,COM,2006,8.231547
Comoros,COM,2007,7.987456
Comoros,COM,2008,7.7401595
Comoros,COM,2009,7.5045786
Comoros,COM,2010,7.2731643
Comoros,COM,2011,7.0321455
Comoros,COM,2012,6.807017
Comoros,COM,2013,6.580922
Comoros,COM,2014,6.362825
Comoros,COM,2015,6.1415043
Comoros,COM,2016,5.913543
Comoros,COM,2017,5.698697
Comoros,COM,2018,5.4990435
Comoros,COM,2019,5.319891
Comoros,COM,2020,5.1455164
Comoros,COM,2021,4.977607
Comoros,COM,2022,4.816785
Congo,COG,1944,31.604193
Congo,COG,1945,31.041622
Congo,COG,1946,30.43659
Congo,COG,1947,29.777884
Congo,COG,1948,29.15335
Congo,COG,1949,28.53769
Congo,COG,1950,27.843903
Congo,COG,1951,27.106339
Congo,COG,1952,26.3488
Congo,COG,1953,25.530184
Congo,COG,1954,24.678864
Congo,COG,1955,23.769016
Congo,COG,1956,22.842813
Congo,COG,1957,21.941076
Congo,COG,1958,21.042496
Congo,COG,1959,20.171131
Congo,COG,1960,19.38614
Congo,COG,1961,18.637133
Congo,COG,1962,17.953312
Congo,COG,1963,17.30741
Congo,COG,1964,16.71619
Congo,COG,1965,16.142048
Congo,COG,1966,15.574611
Congo,COG,1967,15.029327
Congo,COG,1968,14.537565
Congo,COG,1969,14.101091
Congo,COG,1970,13.683199
Congo,COG,1971,13.304863
Congo,COG,1972,12.942141
Congo,COG,1973,12.638296
Congo,COG,1974,12.305951
Congo,COG,1975,12.021641
Congo,COG,1976,11.746958
Congo,COG,1977,11.46173
Congo,COG,1978,11.18334
Congo,COG,1979,10.929318
Congo,COG,1980,10.678335
Congo,COG,1981,10.4295845
Congo,COG,1982,10.173719
Congo,COG,1983,9.903183
Congo,COG,1984,9.64035
Congo,COG,1985,9.411616
Congo,COG,1986,9.220259
Congo,COG,1987,9.0939045
Congo,COG,1988,9.016089
Congo,COG,1989,9.0210705
Congo,COG,1990,9.098942
Congo,COG,1991,9.261202
Congo,COG,1992,9.490667
Congo,COG,1993,9.781716
Congo,COG,1994,10.108932
Congo,COG,1995,10.460823
Congo,COG,1996,10.825311
Congo,COG,1997,11.150592
Congo,COG,1998,11.384607
Congo,COG,1999,11.453716
Congo,COG,2000,11.331987
Congo,COG,2001,11.0220785
Congo,COG,2002,10.553176
Congo,COG,2003,9.960089
Congo,COG,2004,9.297781
Congo,COG,2005,8.615249
Congo,COG,2006,7.979136
Congo,COG,2007,7.407996
Congo,COG,2008,6.9155145
Congo,COG,2009,6.5302644
Congo,COG,2010,6.2302036
Congo,COG,2011,5.9967995
Congo,COG,2012,5.8131104
Congo,COG,2013,5.642545
Congo,COG,2014,5.4616976
Congo,COG,2015,5.286826
Congo,COG,2016,5.1048875
Congo,COG,2017,4.9342437
Congo,COG,2018,4.7783976
Congo,COG,2019,5.2443886
Congo,COG,2020,4.4656887
Congo,COG,2021,4.319352
Congo,COG,2022,4.1645374
Cook Islands,COK,1951,19.43752
Cook Islands,COK,1952,18.326916
Cook Islands,COK,1953,17.292547
Cook Islands,COK,1954,16.298018
Cook Islands,COK,1955,15.360365
Cook Islands,COK,1956,14.4526615
Cook Islands,COK,1957,13.555466
Cook Islands,COK,1958,12.681028
Cook Islands,COK,1959,11.820325
Cook Islands,COK,1960,10.992486
Cook Islands,COK,1961,10.199053
Cook Islands,COK,1962,9.430381
Cook Islands,COK,1963,8.712875
Cook Islands,COK,1964,8.029661
Cook Islands,COK,1965,7.4019346
Cook Islands,COK,1966,6.811496
Cook Islands,COK,1967,6.2719264
Cook Islands,COK,1968,5.768095
Cook Islands,COK,1969,5.3153453
Cook Islands,COK,1970,4.902383
Cook Islands,COK,1971,4.541044
Cook Islands,COK,1972,4.2229667
Cook Islands,COK,1973,3.956838
Cook Islands,COK,1974,3.7346692
Cook Islands,COK,1975,3.5539994
Cook Islands,COK,1976,3.3964348
Cook Islands,COK,1977,3.2582035
Cook Islands,COK,1978,3.1310973
Cook Islands,COK,1979,3.0154927
Cook Islands,COK,1980,2.9095376
Cook Islands,COK,1981,2.8129864
Cook Islands,COK,1982,2.725652
Cook Islands,COK,1983,2.6452808
Cook Islands,COK,1984,2.572861
Cook Islands,COK,1985,2.5111113
Cook Islands,COK,1986,2.458794
Cook Islands,COK,1987,2.4188666
Cook Islands,COK,1988,2.3927636
Cook Islands,COK,1989,2.3764377
Cook Islands,COK,1990,2.3676593
Cook Islands,COK,1991,2.3610768
Cook Islands,COK,1992,2.3476758
Cook Islands,COK,1993,2.327324
Cook Islands,COK,1994,2.2917619
Cook Islands,COK,1995,2.2360075
Cook Islands,COK,1996,2.1616397
Cook Islands,COK,1997,2.0738034
Cook Islands,COK,1998,1.9782387
Cook Islands,COK,1999,1.8829696
Cook Islands,COK,2000,1.795974
Cook Islands,COK,2001,1.7146056
Cook Islands,COK,2002,1.6344163
Cook Islands,COK,2003,1.5573612
Cook Islands,COK,2004,1.4804494
Cook Islands,COK,2005,1.4049022
Cook Islands,COK,2006,1.3314831
Cook Islands,COK,2007,1.2630775
Cook Islands,COK,2008,1.1952758
Cook Islands,COK,2009,1.1337953
Cook Islands,COK,2010,1.0777113
Cook Islands,COK,2011,1.0308253
Cook Islands,COK,2012,0.98964643
Cook Islands,COK,2013,0.949298
Cook Islands,COK,2014,0.91268045
Cook Islands,COK,2015,0.88138485
Cook Islands,COK,2016,0.85027075
Cook Islands,COK,2017,0.8214466
Cook Islands,COK,2018,0.79472923
Cook Islands,COK,2019,0.7667872
Cook Islands,COK,2020,0.74215335
Cook Islands,COK,2021,0.7164384
Cook Islands,COK,2022,0.6940347
Costa Rica,CRI,1949,13.176725
Costa Rica,CRI,1950,13.081746
Costa Rica,CRI,1951,12.971758
Costa Rica,CRI,1952,12.849007
Costa Rica,CRI,1953,12.676817
Costa Rica,CRI,1954,12.45187
Costa Rica,CRI,1955,12.136465
Costa Rica,CRI,1956,11.705885
Costa Rica,CRI,1957,11.17498
Costa Rica,CRI,1958,10.605408
Costa Rica,CRI,1959,10.061611
Costa Rica,CRI,1960,9.618997
Costa Rica,CRI,1961,9.353379
Costa Rica,CRI,1962,9.26971
Costa Rica,CRI,1963,9.250483
Costa Rica,CRI,1964,9.175196
Costa Rica,CRI,1965,9.014544
Costa Rica,CRI,1966,8.782373
Costa Rica,CRI,1967,8.495327
Costa Rica,CRI,1968,8.177808
Costa Rica,CRI,1969,7.8478613
Costa Rica,CRI,1970,7.4752226
Costa Rica,CRI,1971,7.0128593
Costa Rica,CRI,1972,6.452311
Costa Rica,CRI,1973,5.829158
Costa Rica,CRI,1974,5.1819024
Costa Rica,CRI,1975,4.5411577
Costa Rica,CRI,1976,3.9329052
Costa Rica,CRI,1977,3.388019
Costa Rica,CRI,1978,2.9522004
Costa Rica,CRI,1979,2.6435373
Costa Rica,CRI,1980,2.4450636
Costa Rica,CRI,1981,2.3347924
Costa Rica,CRI,1982,2.28872
Costa Rica,CRI,1983,2.2709823
Costa Rica,CRI,1984,2.2480934
Costa Rica,CRI,1985,2.2010484
Costa Rica,CRI,1986,2.1198153
Costa Rica,CRI,1987,2.0082228
Costa Rica,CRI,1988,1.8885009
Costa Rica,CRI,1989,1.7808609
Costa Rica,CRI,1990,1.6926368
Costa Rica,CRI,1991,1.6230526
Costa Rica,CRI,1992,1.5708314
Costa Rica,CRI,1993,1.5336015
Costa Rica,CRI,1994,1.5086474
Costa Rica,CRI,1995,1.4905198
Costa Rica,CRI,1996,1.471554
Costa Rica,CRI,1997,1.44607
Costa Rica,CRI,1998,1.4109623
Costa Rica,CRI,1999,1.3639317
Costa Rica,CRI,2000,1.3109553
Costa Rica,CRI,2001,1.2598679
Costa Rica,CRI,2002,1.2156413
Costa Rica,CRI,2003,1.1801822
Costa Rica,CRI,2004,1.1536767
Costa Rica,CRI,2005,1.1342883
Costa Rica,CRI,2006,1.1195012
Costa Rica,CRI,2007,1.1065214
Costa Rica,CRI,2008,1.0921179
Costa Rica,CRI,2009,1.0738909
Costa Rica,CRI,2010,1.0504086
Costa Rica,CRI,2011,1.0223815
Costa Rica,CRI,2012,0.9907535
Costa Rica,CRI,2013,0.9592749
Costa Rica,CRI,2014,0.93023556
Costa Rica,CRI,2015,0.9048977
Costa Rica,CRI,2016,0.882923
Costa Rica,CRI,2017,0.8636958
Costa Rica,CRI,2018,0.84531987
Costa Rica,CRI,2019,0.8264411
Costa Rica,CRI,2020,0.80785495
Costa Rica,CRI,2021,0.7903739
Costa Rica,CRI,2022,0.7748415
Cote d'Ivoire,CIV,1955,36.150578
Cote d'Ivoire,CIV,1956,35.29105
Cote d'Ivoire,CIV,1957,34.429996
Cote d'Ivoire,CIV,1958,33.562332
Cote d'Ivoire,CIV,1959,32.692196
Cote d'Ivoire,CIV,1960,31.875156
Cote d'Ivoire,CIV,1961,31.078445
Cote d'Ivoire,CIV,1962,30.289679
Cote d'Ivoire,CIV,1963,29.522495
Cote d'Ivoire,CIV,1964,28.770252
Cote d'Ivoire,CIV,1965,28.03226
Cote d'Ivoire,CIV,1966,27.30478
Cote d'Ivoire,CIV,1967,26.582205
Cote d'Ivoire,CIV,1968,25.877665
Cote d'Ivoire,CIV,1969,25.166584
Cote d'Ivoire,CIV,1970,24.456358
Cote d'Ivoire,CIV,1971,23.698309
Cote d'Ivoire,CIV,1972,22.911633
Cote d'Ivoire,CIV,1973,22.072504
Cote d'Ivoire,CIV,1974,21.205074
Cote d'Ivoire,CIV,1975,20.339691
Cote d'Ivoire,CIV,1976,19.500195
Cote d'Ivoire,CIV,1977,18.724401
Cote d'Ivoire,CIV,1978,18.016884
Cote d'Ivoire,CIV,1979,17.407116
Cote d'Ivoire,CIV,1980,16.910076
Cote d'Ivoire,CIV,1981,16.489693
Cote d'Ivoire,CIV,1982,16.133648
Cote d'Ivoire,CIV,1983,15.849752
Cote d'Ivoire,CIV,1984,15.624118
Cote d'Ivoire,CIV,1985,15.446768
Cote d'Ivoire,CIV,1986,15.325216
Cote d'Ivoire,CIV,1987,15.259253
Cote d'Ivoire,CIV,1988,15.24319
Cote d'Ivoire,CIV,1989,15.278285
Cote d'Ivoire,CIV,1990,15.309053
Cote d'Ivoire,CIV,1991,15.339549
Cote d'Ivoire,CIV,1992,15.362454
Cote d'Ivoire,CIV,1993,15.357678
Cote d'Ivoire,CIV,1994,15.318133
Cote d'Ivoire,CIV,1995,15.241859
Cote d'Ivoire,CIV,1996,15.113484
Cote d'Ivoire,CIV,1997,14.930437
Cote d'Ivoire,CIV,1998,14.692678
Cote d'Ivoire,CIV,1999,14.406428
Cote d'Ivoire,CIV,2000,14.085886
Cote d'Ivoire,CIV,2001,13.739426
Cote d'Ivoire,CIV,2002,13.371811
Cote d'Ivoire,CIV,2003,12.996755
Cote d'Ivoire,CIV,2004,12.612736
Cote d'Ivoire,CIV,2005,12.205785
Cote d'Ivoire,CIV,2006,11.824935
Cote d'Ivoire,CIV,2007,11.436819
Cote d'Ivoire,CIV,2008,11.033922
Cote d'Ivoire,CIV,2009,10.610952
Cote d'Ivoire,CIV,2010,10.245149
Cote d'Ivoire,CIV,2011,9.91733
Cote d'Ivoire,CIV,2012,9.611917
Cote d'Ivoire,CIV,2013,9.282425
Cote d'Ivoire,CIV,2014,8.940021
Cote d'Ivoire,CIV,2015,8.631452
Cote d'Ivoire,CIV,2016,8.383875
Cote d'Ivoire,CIV,2017,8.146839
Cote d'Ivoire,CIV,2018,7.885119
Cote d'Ivoire,CIV,2019,7.606452
Cote d'Ivoire,CIV,2020,7.375122
Cote d'Ivoire,CIV,2021,7.1505523
Cote d'Ivoire,CIV,2022,6.9373627
Croatia,HRV,1981,2.2052283
Croatia,HRV,1982,2.1030507
Croatia,HRV,1983,2.003367
Croatia,HRV,1984,1.9031807
Croatia,HRV,1985,1.7984654
Croatia,HRV,1986,1.6907953
Croatia,HRV,1987,1.582196
Croatia,HRV,1988,1.4763327
Croatia,HRV,1989,1.3775208
Croatia,HRV,1990,1.2894256
Croatia,HRV,1991,1.3411188
Croatia,HRV,1992,1.1481832
Croatia,HRV,1993,1.092103
Croatia,HRV,1994,1.0430024
Croatia,HRV,1995,1.0000682
Croatia,HRV,1996,0.9618498
Croatia,HRV,1997,0.92724276
Croatia,HRV,1998,0.8947059
Croatia,HRV,1999,0.8628601
Croatia,HRV,2000,0.8317207
Croatia,HRV,2001,0.8005435
Croatia,HRV,2002,0.76866806
Croatia,HRV,2003,0.7362982
Croatia,HRV,2004,0.7037097
Croatia,HRV,2005,0.67215157
Croatia,HRV,2006,0.64234704
Croatia,HRV,2007,0.6143903
Croatia,HRV,2008,0.5889628
Croatia,HRV,2009,0.56602275
Croatia,HRV,2010,0.5461525
Croatia,HRV,2011,0.5295781
Croatia,HRV,2012,0.51598686
Croatia,HRV,2013,0.5056533
Croatia,HRV,2014,0.4977489
Croatia,HRV,2015,0.49148506
Croatia,HRV,2016,0.48594093
Croatia,HRV,2017,0.48113638
Croatia,HRV,2018,0.47666273
Croatia,HRV,2019,0.47266465
Croatia,HRV,2020,0.46866208
Croatia,HRV,2021,0.46467584
Croatia,HRV,2022,0.4597639
Cuba,CUB,1958,4.3464923
Cuba,CUB,1959,4.3791256
Cuba,CUB,1960,4.4128337
Cuba,CUB,1961,4.441851
Cuba,CUB,1962,4.4590464
Cuba,CUB,1963,4.4574103
Cuba,CUB,1964,4.4322267
Cuba,CUB,1965,4.386371
Cuba,CUB,1966,4.317825
Cuba,CUB,1967,4.2248974
Cuba,CUB,1968,4.1104417
Cuba,CUB,1969,3.9757977
Cuba,CUB,1970,3.8268547
Cuba,CUB,1971,3.6583266
Cuba,CUB,1972,3.4778736
Cuba,CUB,1973,3.2954624
Cuba,CUB,1974,3.117548
Cuba,CUB,1975,2.9409354
Cuba,CUB,1976,2.774194
Cuba,CUB,1977,2.6169999
Cuba,CUB,1978,2.4716237
Cuba,CUB,1979,2.3370366
Cuba,CUB,1980,2.2148113
Cuba,CUB,1981,2.102487
Cuba,CUB,1982,2.0005844
Cuba,CUB,1983,1.9038026
Cuba,CUB,1984,1.8132232
Cuba,CUB,1985,1.7274446
Cuba,CUB,1986,1.6441517
Cuba,CUB,1987,1.5642781
Cuba,CUB,1988,1.4881644
Cuba,CUB,1989,1.4156573
Cuba,CUB,1990,1.3462038
Cuba,CUB,1991,1.2809945
Cuba,CUB,1992,1.2205933
Cuba,CUB,1993,1.1641734
Cuba,CUB,1994,1.1112721
Cuba,CUB,1995,1.0619762
Cuba,CUB,1996,1.0151831
Cuba,CUB,1997,0.9725887
Cuba,CUB,1998,0.9314314
Cuba,CUB,1999,0.89339125
Cuba,CUB,2000,0.85727894
Cuba,CUB,2001,0.8238476
Cuba,CUB,2002,0.7928064
Cuba,CUB,2003,0.7625662
Cuba,CUB,2004,0.7352391
Cuba,CUB,2005,0.7089932
Cuba,CUB,2006,0.6853606
Cuba,CUB,2007,0.6641528
Cuba,CUB,2008,0.64534724
Cuba,CUB,2009,0.6285762
Cuba,CUB,2010,0.61580193
Cuba,CUB,2011,0.6067064
Cuba,CUB,2012,0.6012144
Cuba,CUB,2013,0.5998614
Cuba,CUB,2014,0.6026898
Cuba,CUB,2015,0.60940444
Cuba,CUB,2016,0.6216208
Cuba,CUB,2017,0.6379846
Cuba,CUB,2018,0.65945697
Cuba,CUB,2019,0.68766475
Cuba,CUB,2020,0.71982294
Cuba,CUB,2021,0.75750774
Cuba,CUB,2022,0.7959378
Cyprus,CYP,1971,3.8003583
Cyprus,CYP,1972,3.7106922
Cyprus,CYP,1973,3.6274848
Cyprus,CYP,1974,3.521768
Cyprus,CYP,1975,3.3700936
Cyprus,CYP,1976,3.1673102
Cyprus,CYP,1977,2.9165244
Cyprus,CYP,1978,2.645153
Cyprus,CYP,1979,2.3871734
Cyprus,CYP,1980,2.1604652
Cyprus,CYP,1981,1.9589974
Cyprus,CYP,1982,1.7773259
Cyprus,CYP,1983,1.6107314
Cyprus,CYP,1984,1.4582126
Cyprus,CYP,1985,1.3225352
Cyprus,CYP,1986,1.2200922
Cyprus,CYP,1987,1.15913
Cyprus,CYP,1988,1.1300677
Cyprus,CYP,1989,1.1193521
Cyprus,CYP,1990,1.1123536
Cyprus,CYP,1991,1.097892
Cyprus,CYP,1992,1.0666349
Cyprus,CYP,1993,1.0193365
Cyprus,CYP,1994,0.9650396
Cyprus,CYP,1995,0.90932196
Cyprus,CYP,1996,0.8538827
Cyprus,CYP,1997,0.7996019
Cyprus,CYP,1998,0.74686944
Cyprus,CYP,1999,0.6970522
Cyprus,CYP,2000,0.65076536
Cyprus,CYP,2001,0.6079957
Cyprus,CYP,2002,0.5691115
Cyprus,CYP,2003,0.5326606
Cyprus,CYP,2004,0.49853292
Cyprus,CYP,2005,0.46572262
Cyprus,CYP,2006,0.43463174
Cyprus,CYP,2007,0.4056492
Cyprus,CYP,2008,0.379103
Cyprus,CYP,2009,0.35556775
Cyprus,CYP,2010,0.3354337
Cyprus,CYP,2011,0.31906718
Cyprus,CYP,2012,0.306786
Cyprus,CYP,2013,0.29874167
Cyprus,CYP,2014,0.29449257
Cyprus,CYP,2015,0.2940148
Cyprus,CYP,2016,0.29713795
Cyprus,CYP,2017,0.30310896
Cyprus,CYP,2018,0.31168562
Cyprus,CYP,2019,0.32284036
Cyprus,CYP,2020,0.3347086
Cyprus,CYP,2021,0.34449404
Cyprus,CYP,2022,0.35018614
Czechia,CZE,1950,6.9684343
Czechia,CZE,1951,5.9374685
Czechia,CZE,1952,5.074602
Czechia,CZE,1953,4.3759065
Czechia,CZE,1954,3.8282204
Czechia,CZE,1955,3.4093843
Czechia,CZE,1956,3.088809
Czechia,CZE,1957,2.849884
Czechia,CZE,1958,2.678431
Czechia,CZE,1959,2.557262
Czechia,CZE,1960,2.4809883
Czechia,CZE,1961,2.436146
Czechia,CZE,1962,2.4217896
Czechia,CZE,1963,2.4268365
Czechia,CZE,1964,2.4424067
Czechia,CZE,1965,2.4609869
Czechia,CZE,1966,2.4746127
Czechia,CZE,1967,2.4783206
Czechia,CZE,1968,2.4727318
Czechia,CZE,1969,2.4559188
Czechia,CZE,1970,2.428571
Czechia,CZE,1971,2.3897686
Czechia,CZE,1972,2.3435285
Czechia,CZE,1973,2.2903156
Czechia,CZE,1974,2.2299142
Czechia,CZE,1975,2.1593869
Czechia,CZE,1976,2.0770283
Czechia,CZE,1977,1.9875933
Czechia,CZE,1978,1.8899599
Czechia,CZE,1979,1.7877216
Czechia,CZE,1980,1.6888492
Czechia,CZE,1981,1.5977886
Czechia,CZE,1982,1.5222452
Czechia,CZE,1983,1.4675057
Czechia,CZE,1984,1.437216
Czechia,CZE,1985,1.4175398
Czechia,CZE,1986,1.3884867
Czechia,CZE,1987,1.3419243
Czechia,CZE,1988,1.2924223
Czechia,CZE,1989,1.2529707
Czechia,CZE,1990,1.2167734
Czechia,CZE,1991,1.1694
Czechia,CZE,1992,1.1038656
Czechia,CZE,1993,1.0245125
Czechia,CZE,1994,0.9376958
Czechia,CZE,1995,0.8504613
Czechia,CZE,1996,0.7680465
Czechia,CZE,1997,0.69448483
Czechia,CZE,1998,0.63254994
Czechia,CZE,1999,0.5836168
Czechia,CZE,2000,0.5461544
Czechia,CZE,2001,0.5182401
Czechia,CZE,2002,0.4970314
Czechia,CZE,2003,0.47811517
Czechia,CZE,2004,0.45801467
Czechia,CZE,2005,0.43618184
Czechia,CZE,2006,0.4138964
Czechia,CZE,2007,0.39214265
Czechia,CZE,2008,0.37167454
Czechia,CZE,2009,0.35337272
Czechia,CZE,2010,0.33792403
Czechia,CZE,2011,0.3257215
Czechia,CZE,2012,0.31758538
Czechia,CZE,2013,0.31372982
Czechia,CZE,2014,0.31421515
Czechia,CZE,2015,0.31737405
Czechia,CZE,2016,0.3197281
Czechia,CZE,2017,0.31846803
Czechia,CZE,2018,0.3131637
Czechia,CZE,2019,0.30310002
Czechia,CZE,2020,0.2901627
Czechia,CZE,2021,0.27644008
Czechia,CZE,2022,0.26316932
Democratic Republic of Congo,COD,1969,25.250074
Democratic Republic of Congo,COD,1970,24.893454
Democratic Republic of Congo,COD,1971,24.552046
Democratic Republic of Congo,COD,1972,24.191414
Democratic Republic of Congo,COD,1973,23.812983
Democratic Republic of Congo,COD,1974,23.461445
Democratic Republic of Congo,COD,1975,23.083675
Democratic Republic of Congo,COD,1976,22.69105
Democratic Republic of Congo,COD,1977,22.32401
Democratic Republic of Congo,COD,1978,21.973124
Democratic Republic of Congo,COD,1979,21.621542
Democratic Republic of Congo,COD,1980,21.278683
Democratic Republic of Congo,COD,1981,20.945936
Democratic Republic of Congo,COD,1982,20.625536
Democratic Republic of Congo,COD,1983,20.325222
Democratic Republic of Congo,COD,1984,20.041256
Democratic Republic of Congo,COD,1985,19.775404
Democratic Republic of Congo,COD,1986,19.51866
Democratic Republic of Congo,COD,1987,19.266508
Democratic Republic of Congo,COD,1988,19.030727
Democratic Republic of Congo,COD,1989,18.799694
Democratic Republic of Congo,COD,1990,18.55425
Democratic Republic of Congo,COD,1991,18.31662
Democratic Republic of Congo,COD,1992,18.098337
Democratic Republic of Congo,COD,1993,17.888105
