Entity,Code,Year,Deaths - Sex: all - Age: 0 - Variant: estimates
Djibouti,DJI,1991,1737
Djibouti,DJI,1992,1792
Djibouti,DJI,1993,1623
Djibouti,DJI,1994,1683
Djibouti,DJI,1995,1574
Djibouti,DJI,1996,1542
Djibouti,DJI,1997,1528
Djibouti,DJI,1998,1545
Djibouti,DJI,1999,1573
Djibouti,DJI,2000,1596
Djibouti,DJI,2001,1606
Djibouti,DJI,2002,1611
Djibouti,DJI,2003,1600
Djibouti,DJI,2004,1561
Djibouti,DJI,2005,1481
Djibouti,DJI,2006,1418
Djibouti,DJI,2007,1371
Djibouti,DJI,2008,1320
Djibouti,DJI,2009,1280
Djibouti,DJI,2010,1247
Djibouti,DJI,2011,1209
Djibouti,DJI,2012,1172
Djibouti,DJI,2013,1142
Djibouti,DJI,2014,1111
Djibouti,DJI,2015,1078
Djibouti,DJI,2016,1045
Djibouti,DJI,2017,1016.99994
Djibouti,DJI,2018,991
Djibouti,DJI,2019,964
Djibouti,DJI,2020,937
Djibouti,DJI,2021,912
Djibouti,DJI,2022,890
Djibouti,DJI,2023,869
Dominica,DMA,1950,281
Dominica,DMA,1951,284
Dominica,DMA,1952,282
Dominica,DMA,1953,280
Dominica,DMA,1954,279
Dominica,DMA,1955,277
Dominica,DMA,1956,275
Dominica,DMA,1957,273
Dominica,DMA,1958,269
Dominica,DMA,1959,262
Dominica,DMA,1960,252.99998
Dominica,DMA,1961,236
Dominica,DMA,1962,219
Dominica,DMA,1963,203
Dominica,DMA,1964,187
Dominica,DMA,1965,172
Dominica,DMA,1966,156
Dominica,DMA,1967,142
Dominica,DMA,1968,129
Dominica,DMA,1969,116
Dominica,DMA,1970,104
Dominica,DMA,1971,92
Dominica,DMA,1972,81
Dominica,DMA,1973,71
Dominica,DMA,1974,61
Dominica,DMA,1975,53
Dominica,DMA,1976,46
Dominica,DMA,1977,41
Dominica,DMA,1978,38
Dominica,DMA,1979,39
Dominica,DMA,1980,35
Dominica,DMA,1981,34
Dominica,DMA,1982,34
Dominica,DMA,1983,34
Dominica,DMA,1984,33
Dominica,DMA,1985,31
Dominica,DMA,1986,30
Dominica,DMA,1987,29
Dominica,DMA,1988,28
Dominica,DMA,1989,27
Dominica,DMA,1990,27
Dominica,DMA,1991,26
Dominica,DMA,1992,26
Dominica,DMA,1993,26
Dominica,DMA,1994,24
Dominica,DMA,1995,22
Dominica,DMA,1996,21
Dominica,DMA,1997,20
Dominica,DMA,1998,19
Dominica,DMA,1999,20
Dominica,DMA,2000,19
Dominica,DMA,2001,19
Dominica,DMA,2002,18
Dominica,DMA,2003,18
Dominica,DMA,2004,18
Dominica,DMA,2005,18
Dominica,DMA,2006,19
Dominica,DMA,2007,19
Dominica,DMA,2008,19
Dominica,DMA,2009,19
Dominica,DMA,2010,19
Dominica,DMA,2011,19
Dominica,DMA,2012,20
Dominica,DMA,2013,20
Dominica,DMA,2014,21
Dominica,DMA,2015,23
Dominica,DMA,2016,21
Dominica,DMA,2017,23
Dominica,DMA,2018,20
Dominica,DMA,2019,20
Dominica,DMA,2020,20
Dominica,DMA,2021,20
Dominica,DMA,2022,20
Dominica,DMA,2023,20
Dominican Republic,DOM,1950,20124
Dominican Republic,DOM,1951,20394
Dominican Republic,DOM,1952,20614
Dominican Republic,DOM,1953,21001
Dominican Republic,DOM,1954,21333
Dominican Republic,DOM,1955,21611
Dominican Republic,DOM,1956,21841
Dominican Republic,DOM,1957,22010
Dominican Republic,DOM,1958,22098
Dominican Republic,DOM,1959,22123
Dominican Republic,DOM,1960,22063
Dominican Republic,DOM,1961,21890
Dominican Republic,DOM,1962,21643
Dominican Republic,DOM,1963,21408
Dominican Republic,DOM,1964,20994
Dominican Republic,DOM,1965,20609
Dominican Republic,DOM,1966,20336
Dominican Republic,DOM,1967,19932
Dominican Republic,DOM,1968,19445
Dominican Republic,DOM,1969,19049
Dominican Republic,DOM,1970,18742
Dominican Republic,DOM,1971,18490
Dominican Republic,DOM,1972,18267
Dominican Republic,DOM,1973,18085
Dominican Republic,DOM,1974,17806
Dominican Republic,DOM,1975,17522
Dominican Republic,DOM,1976,17266
Dominican Republic,DOM,1977,16991
Dominican Republic,DOM,1978,16692
Dominican Republic,DOM,1979,16693
Dominican Republic,DOM,1980,16249.001
Dominican Republic,DOM,1981,15877
Dominican Republic,DOM,1982,15466
Dominican Republic,DOM,1983,15164
Dominican Republic,DOM,1984,14682
Dominican Republic,DOM,1985,14101
Dominican Republic,DOM,1986,13661
Dominican Republic,DOM,1987,13256
Dominican Republic,DOM,1988,12928
Dominican Republic,DOM,1989,12599
Dominican Republic,DOM,1990,12110
Dominican Republic,DOM,1991,11522
Dominican Republic,DOM,1992,10979
Dominican Republic,DOM,1993,10518
Dominican Republic,DOM,1994,10102
Dominican Republic,DOM,1995,9758
Dominican Republic,DOM,1996,9435
Dominican Republic,DOM,1997,8973
Dominican Republic,DOM,1998,8595
Dominican Republic,DOM,1999,8411
Dominican Republic,DOM,2000,8348
Dominican Republic,DOM,2001,8083.9995
Dominican Republic,DOM,2002,7593
Dominican Republic,DOM,2003,7132
Dominican Republic,DOM,2004,6491
Dominican Republic,DOM,2005,6125
Dominican Republic,DOM,2006,5957
Dominican Republic,DOM,2007,5960
Dominican Republic,DOM,2008,6124
Dominican Republic,DOM,2009,6234
Dominican Republic,DOM,2010,6253
Dominican Republic,DOM,2011,6175
Dominican Republic,DOM,2012,6128
Dominican Republic,DOM,2013,6096
Dominican Republic,DOM,2014,6064
Dominican Republic,DOM,2015,6036
Dominican Republic,DOM,2016,6004
Dominican Republic,DOM,2017,5965
Dominican Republic,DOM,2018,5934
Dominican Republic,DOM,2019,5818
Dominican Republic,DOM,2020,5655
Dominican Republic,DOM,2021,5502
Dominican Republic,DOM,2022,5358
Dominican Republic,DOM,2023,5213
East Timor,TLS,1950,5345
East Timor,TLS,1951,4874
East Timor,TLS,1952,4893
East Timor,TLS,1953,4912
East Timor,TLS,1954,4934
East Timor,TLS,1955,4960
East Timor,TLS,1956,4991
East Timor,TLS,1957,5023
East Timor,TLS,1958,5056
East Timor,TLS,1959,5087
East Timor,TLS,1960,5111
East Timor,TLS,1961,5126
East Timor,TLS,1962,5131
East Timor,TLS,1963,5124
East Timor,TLS,1964,5102
East Timor,TLS,1965,5068
East Timor,TLS,1966,5026
East Timor,TLS,1967,4979
East Timor,TLS,1968,4926
East Timor,TLS,1969,4864
East Timor,TLS,1970,4794
East Timor,TLS,1971,4713
East Timor,TLS,1972,4618
East Timor,TLS,1973,4508
East Timor,TLS,1974,4803
East Timor,TLS,1975,5717
East Timor,TLS,1976,5389
East Timor,TLS,1977,5815
East Timor,TLS,1978,6543
East Timor,TLS,1979,6491
East Timor,TLS,1980,5331
East Timor,TLS,1981,5542
East Timor,TLS,1982,5513
East Timor,TLS,1983,5390
East Timor,TLS,1984,4981
East Timor,TLS,1985,5036
East Timor,TLS,1986,4975
East Timor,TLS,1987,4737
East Timor,TLS,1988,4779
East Timor,TLS,1989,4715
East Timor,TLS,1990,4700
East Timor,TLS,1991,4659
East Timor,TLS,1992,4517
East Timor,TLS,1993,4454
East Timor,TLS,1994,4413
East Timor,TLS,1995,4534
East Timor,TLS,1996,4454
East Timor,TLS,1997,4376
East Timor,TLS,1998,4503
East Timor,TLS,1999,4705
East Timor,TLS,2000,2265
East Timor,TLS,2001,2343
East Timor,TLS,2002,2425
East Timor,TLS,2003,2454
East Timor,TLS,2004,2340
East Timor,TLS,2005,2221
East Timor,TLS,2006,2138
East Timor,TLS,2007,2059
East Timor,TLS,2008,1981
East Timor,TLS,2009,1904
East Timor,TLS,2010,1839
East Timor,TLS,2011,1797
East Timor,TLS,2012,1737
East Timor,TLS,2013,1673
East Timor,TLS,2014,1607
East Timor,TLS,2015,1546
East Timor,TLS,2016,1495
East Timor,TLS,2017,1435
East Timor,TLS,2018,1384
East Timor,TLS,2019,1342
East Timor,TLS,2020,1300
East Timor,TLS,2021,1248
East Timor,TLS,2022,1197
East Timor,TLS,2023,1148
Ecuador,ECU,1950,22020
Ecuador,ECU,1951,22213
Ecuador,ECU,1952,22510
Ecuador,ECU,1953,22816
Ecuador,ECU,1954,23050
Ecuador,ECU,1955,23265
Ecuador,ECU,1956,23415
Ecuador,ECU,1957,23496
Ecuador,ECU,1958,23531
Ecuador,ECU,1959,23528
Ecuador,ECU,1960,23500
Ecuador,ECU,1961,23484
Ecuador,ECU,1962,23526
Ecuador,ECU,1963,23586
Ecuador,ECU,1964,23632
Ecuador,ECU,1965,23718
Ecuador,ECU,1966,23864
Ecuador,ECU,1967,24048
Ecuador,ECU,1968,24163
Ecuador,ECU,1969,24215
Ecuador,ECU,1970,24118
Ecuador,ECU,1971,23939
Ecuador,ECU,1972,23739
Ecuador,ECU,1973,23394
Ecuador,ECU,1974,22882
Ecuador,ECU,1975,22331
Ecuador,ECU,1976,21770
Ecuador,ECU,1977,21170
Ecuador,ECU,1978,20566
Ecuador,ECU,1979,19967
Ecuador,ECU,1980,19355
Ecuador,ECU,1981,18722
Ecuador,ECU,1982,18075
Ecuador,ECU,1983,17484
Ecuador,ECU,1984,16797
Ecuador,ECU,1985,16024
Ecuador,ECU,1986,15248
Ecuador,ECU,1987,14538
Ecuador,ECU,1988,13979
Ecuador,ECU,1989,13573
Ecuador,ECU,1990,13120
Ecuador,ECU,1991,12735
Ecuador,ECU,1992,12181
Ecuador,ECU,1993,11587
Ecuador,ECU,1994,10930
Ecuador,ECU,1995,10388
Ecuador,ECU,1996,9884
Ecuador,ECU,1997,9342
Ecuador,ECU,1998,8796
Ecuador,ECU,1999,8267
Ecuador,ECU,2000,7822
Ecuador,ECU,2001,7412
Ecuador,ECU,2002,7044
Ecuador,ECU,2003,6710
Ecuador,ECU,2004,6416
Ecuador,ECU,2005,6151
Ecuador,ECU,2006,5917
Ecuador,ECU,2007,5681
Ecuador,ECU,2008,5521
Ecuador,ECU,2009,5354
Ecuador,ECU,2010,5105
Ecuador,ECU,2011,4934
Ecuador,ECU,2012,4646
Ecuador,ECU,2013,4255
Ecuador,ECU,2014,3977
Ecuador,ECU,2015,3772
Ecuador,ECU,2016,3580
Ecuador,ECU,2017,3476
Ecuador,ECU,2018,3397
Ecuador,ECU,2019,3245
Ecuador,ECU,2020,3075
Ecuador,ECU,2021,2906
Ecuador,ECU,2022,2750
Ecuador,ECU,2023,2613
Egypt,EGY,1950,256204.98
Egypt,EGY,1951,255224
Egypt,EGY,1952,254611
Egypt,EGY,1953,253643
Egypt,EGY,1954,251652
Egypt,EGY,1955,248744
Egypt,EGY,1956,245436
Egypt,EGY,1957,241995
Egypt,EGY,1958,238267
Egypt,EGY,1959,234728
Egypt,EGY,1960,231937
Egypt,EGY,1961,229693
Egypt,EGY,1962,227304
Egypt,EGY,1963,225255
Egypt,EGY,1964,222639
Egypt,EGY,1965,219069
Egypt,EGY,1966,218000
Egypt,EGY,1967,218229
Egypt,EGY,1968,218820
Egypt,EGY,1969,219815
Egypt,EGY,1970,220701
Egypt,EGY,1971,221829
Egypt,EGY,1972,222585
Egypt,EGY,1973,221507
Egypt,EGY,1974,220549
Egypt,EGY,1975,219843
Egypt,EGY,1976,218335
Egypt,EGY,1977,214856
Egypt,EGY,1978,210845
Egypt,EGY,1979,206052
Egypt,EGY,1980,200217
Egypt,EGY,1981,192807
Egypt,EGY,1982,186536
Egypt,EGY,1983,181255
Egypt,EGY,1984,173959
Egypt,EGY,1985,166056
Egypt,EGY,1986,157644
Egypt,EGY,1987,149713
Egypt,EGY,1988,142971
Egypt,EGY,1989,135353
Egypt,EGY,1990,127479
Egypt,EGY,1991,120260
Egypt,EGY,1992,112838
Egypt,EGY,1993,105840
Egypt,EGY,1994,99580
Egypt,EGY,1995,93675
Egypt,EGY,1996,88912
Egypt,EGY,1997,85395
Egypt,EGY,1998,82495
Egypt,EGY,1999,78657
Egypt,EGY,2000,74587
Egypt,EGY,2001,71572
Egypt,EGY,2002,68883
Egypt,EGY,2003,66349
Egypt,EGY,2004,63870
Egypt,EGY,2005,62146
Egypt,EGY,2006,60600
Egypt,EGY,2007,59680
Egypt,EGY,2008,58598
Egypt,EGY,2009,57705
Egypt,EGY,2010,56982
Egypt,EGY,2011,55896
Egypt,EGY,2012,55899
Egypt,EGY,2013,56015
Egypt,EGY,2014,54732
Egypt,EGY,2015,53456
Egypt,EGY,2016,49991
Egypt,EGY,2017,47941
Egypt,EGY,2018,42986
Egypt,EGY,2019,39670
Egypt,EGY,2020,38241
Egypt,EGY,2021,36145
Egypt,EGY,2022,35304
Egypt,EGY,2023,34963
El Salvador,SLV,1950,14736
El Salvador,SLV,1951,15315
El Salvador,SLV,1952,15577
El Salvador,SLV,1953,15946
El Salvador,SLV,1954,16292.999
El Salvador,SLV,1955,16638
El Salvador,SLV,1956,16959
El Salvador,SLV,1957,17278
El Salvador,SLV,1958,17562
El Salvador,SLV,1959,17777
El Salvador,SLV,1960,17999
El Salvador,SLV,1961,18256
El Salvador,SLV,1962,18553
El Salvador,SLV,1963,19004
El Salvador,SLV,1964,19151
El Salvador,SLV,1965,19236
El Salvador,SLV,1966,19237
El Salvador,SLV,1967,19189
El Salvador,SLV,1968,19051
El Salvador,SLV,1969,18861
El Salvador,SLV,1970,18660
El Salvador,SLV,1971,18546
El Salvador,SLV,1972,18595
El Salvador,SLV,1973,18601
El Salvador,SLV,1974,18590
El Salvador,SLV,1975,18534
El Salvador,SLV,1976,18447
El Salvador,SLV,1977,18322
El Salvador,SLV,1978,18171
El Salvador,SLV,1979,17958
El Salvador,SLV,1980,17611
El Salvador,SLV,1981,17078
El Salvador,SLV,1982,16290.001
El Salvador,SLV,1983,15559
El Salvador,SLV,1984,14714
El Salvador,SLV,1985,13844
El Salvador,SLV,1986,13009
El Salvador,SLV,1987,12341
El Salvador,SLV,1988,11594
El Salvador,SLV,1989,10745
El Salvador,SLV,1990,9841
El Salvador,SLV,1991,8989
El Salvador,SLV,1992,8167
El Salvador,SLV,1993,7426
El Salvador,SLV,1994,6855
El Salvador,SLV,1995,6399
El Salvador,SLV,1996,5946
El Salvador,SLV,1997,5501
El Salvador,SLV,1998,5233
El Salvador,SLV,1999,4755
El Salvador,SLV,2000,4330
El Salvador,SLV,2001,3959
El Salvador,SLV,2002,3527
El Salvador,SLV,2003,3195
El Salvador,SLV,2004,2875
El Salvador,SLV,2005,2656
El Salvador,SLV,2006,2453
El Salvador,SLV,2007,2289
El Salvador,SLV,2008,2144
El Salvador,SLV,2009,2037
El Salvador,SLV,2010,1912
El Salvador,SLV,2011,1829
El Salvador,SLV,2012,1727
El Salvador,SLV,2013,1641
El Salvador,SLV,2014,1565
El Salvador,SLV,2015,1475
El Salvador,SLV,2016,1359
El Salvador,SLV,2017,1264
El Salvador,SLV,2018,1186
El Salvador,SLV,2019,1133
El Salvador,SLV,2020,1081
El Salvador,SLV,2021,1033
El Salvador,SLV,2022,990
El Salvador,SLV,2023,946
Equatorial Guinea,GNQ,1950,1598
Equatorial Guinea,GNQ,1951,1616
Equatorial Guinea,GNQ,1952,1626
Equatorial Guinea,GNQ,1953,1636
Equatorial Guinea,GNQ,1954,1645
Equatorial Guinea,GNQ,1955,1654
Equatorial Guinea,GNQ,1956,1663
Equatorial Guinea,GNQ,1957,1671
Equatorial Guinea,GNQ,1958,1680
Equatorial Guinea,GNQ,1959,1689
Equatorial Guinea,GNQ,1960,1701
Equatorial Guinea,GNQ,1961,1715
Equatorial Guinea,GNQ,1962,1733
Equatorial Guinea,GNQ,1963,1756
Equatorial Guinea,GNQ,1964,1782
Equatorial Guinea,GNQ,1965,1813
Equatorial Guinea,GNQ,1966,1848
Equatorial Guinea,GNQ,1967,1886
Equatorial Guinea,GNQ,1968,1927
Equatorial Guinea,GNQ,1969,2077
Equatorial Guinea,GNQ,1970,2078
Equatorial Guinea,GNQ,1971,1996
Equatorial Guinea,GNQ,1972,1905
Equatorial Guinea,GNQ,1973,1852
Equatorial Guinea,GNQ,1974,1816
Equatorial Guinea,GNQ,1975,1788
Equatorial Guinea,GNQ,1976,1792
Equatorial Guinea,GNQ,1977,1650
Equatorial Guinea,GNQ,1978,1626
Equatorial Guinea,GNQ,1979,1680
Equatorial Guinea,GNQ,1980,1603
Equatorial Guinea,GNQ,1981,1658
Equatorial Guinea,GNQ,1982,1730
Equatorial Guinea,GNQ,1983,1823
Equatorial Guinea,GNQ,1984,1955
Equatorial Guinea,GNQ,1985,2099
Equatorial Guinea,GNQ,1986,2220
Equatorial Guinea,GNQ,1987,2316
Equatorial Guinea,GNQ,1988,2387
Equatorial Guinea,GNQ,1989,2448
Equatorial Guinea,GNQ,1990,2505
Equatorial Guinea,GNQ,1991,2560
Equatorial Guinea,GNQ,1992,2614
Equatorial Guinea,GNQ,1993,2670
Equatorial Guinea,GNQ,1994,2726
Equatorial Guinea,GNQ,1995,2772
Equatorial Guinea,GNQ,1996,2813
Equatorial Guinea,GNQ,1997,2852
Equatorial Guinea,GNQ,1998,2887
Equatorial Guinea,GNQ,1999,2917
Equatorial Guinea,GNQ,2000,2944
Equatorial Guinea,GNQ,2001,3052
Equatorial Guinea,GNQ,2002,3145
Equatorial Guinea,GNQ,2003,3239
Equatorial Guinea,GNQ,2004,3335
Equatorial Guinea,GNQ,2005,3436
Equatorial Guinea,GNQ,2006,3457
Equatorial Guinea,GNQ,2007,3486
Equatorial Guinea,GNQ,2008,3508
Equatorial Guinea,GNQ,2009,3524
Equatorial Guinea,GNQ,2010,3533
Equatorial Guinea,GNQ,2011,3533
Equatorial Guinea,GNQ,2012,3510
Equatorial Guinea,GNQ,2013,3476
Equatorial Guinea,GNQ,2014,3437
Equatorial Guinea,GNQ,2015,3392
Equatorial Guinea,GNQ,2016,3342
Equatorial Guinea,GNQ,2017,3289
Equatorial Guinea,GNQ,2018,3233
Equatorial Guinea,GNQ,2019,3178
Equatorial Guinea,GNQ,2020,3123
Equatorial Guinea,GNQ,2021,3043
Equatorial Guinea,GNQ,2022,2966
Equatorial Guinea,GNQ,2023,2892
Eritrea,ERI,1950,7873
Eritrea,ERI,1951,7600
Eritrea,ERI,1952,7678
Eritrea,ERI,1953,7756
Eritrea,ERI,1954,7808
Eritrea,ERI,1955,7843
Eritrea,ERI,1956,7862
Eritrea,ERI,1957,9563
Eritrea,ERI,1958,9502
Eritrea,ERI,1959,7866
Eritrea,ERI,1960,7937
Eritrea,ERI,1961,7937
Eritrea,ERI,1962,7974
Eritrea,ERI,1963,7997
Eritrea,ERI,1964,8017.9995
Eritrea,ERI,1965,8048.0005
Eritrea,ERI,1966,8803
Eritrea,ERI,1967,8066
Eritrea,ERI,1968,8102
Eritrea,ERI,1969,8093.0005
Eritrea,ERI,1970,8109.9995
Eritrea,ERI,1971,8104.9995
Eritrea,ERI,1972,8488
Eritrea,ERI,1973,8453
Eritrea,ERI,1974,9228
Eritrea,ERI,1975,9215
Eritrea,ERI,1976,8060.0005
Eritrea,ERI,1977,8119.0005
Eritrea,ERI,1978,8149
Eritrea,ERI,1979,8197
Eritrea,ERI,1980,8262
Eritrea,ERI,1981,8360
Eritrea,ERI,1982,8477
Eritrea,ERI,1983,12267
Eritrea,ERI,1984,12174
Eritrea,ERI,1985,11965
Eritrea,ERI,1986,11928
Eritrea,ERI,1987,8485
Eritrea,ERI,1988,8508
Eritrea,ERI,1989,8545
Eritrea,ERI,1990,8168
Eritrea,ERI,1991,7885
Eritrea,ERI,1992,6456
Eritrea,ERI,1993,6148
Eritrea,ERI,1994,6122
Eritrea,ERI,1995,5829
Eritrea,ERI,1996,6187
Eritrea,ERI,1997,5853
Eritrea,ERI,1998,5424
Eritrea,ERI,1999,5641
Eritrea,ERI,2000,4976
Eritrea,ERI,2001,4555
Eritrea,ERI,2002,4561
Eritrea,ERI,2003,4459
Eritrea,ERI,2004,4576
Eritrea,ERI,2005,4492
Eritrea,ERI,2006,4357
Eritrea,ERI,2007,4145
Eritrea,ERI,2008,4028.9998
Eritrea,ERI,2009,3987
Eritrea,ERI,2010,3867
Eritrea,ERI,2011,3772
Eritrea,ERI,2012,3647
Eritrea,ERI,2013,3509
Eritrea,ERI,2014,3402
Eritrea,ERI,2015,3234
Eritrea,ERI,2016,3116
Eritrea,ERI,2017,3002
Eritrea,ERI,2018,2918
Eritrea,ERI,2019,2869
Eritrea,ERI,2020,2815
Eritrea,ERI,2021,2771
Eritrea,ERI,2022,2724
Eritrea,ERI,2023,2678
Estonia,EST,1950,881
Estonia,EST,1951,827
Estonia,EST,1952,799
Estonia,EST,1953,736
Estonia,EST,1954,712
Estonia,EST,1955,674
Estonia,EST,1956,610
Estonia,EST,1957,568
Estonia,EST,1958,609
Estonia,EST,1959,621
Estonia,EST,1960,626
Estonia,EST,1961,566
Estonia,EST,1962,488
Estonia,EST,1963,490
Estonia,EST,1964,491
Estonia,EST,1965,370
Estonia,EST,1966,367
Estonia,EST,1967,353
Estonia,EST,1968,359
Estonia,EST,1969,357
Estonia,EST,1970,384
Estonia,EST,1971,385
Estonia,EST,1972,335
Estonia,EST,1973,329
Estonia,EST,1974,374
Estonia,EST,1975,382
Estonia,EST,1976,379
Estonia,EST,1977,382
Estonia,EST,1978,359
Estonia,EST,1979,399
Estonia,EST,1980,379
Estonia,EST,1981,387
Estonia,EST,1982,394
Estonia,EST,1983,389
Estonia,EST,1984,328
Estonia,EST,1985,326
Estonia,EST,1986,384
Estonia,EST,1987,402
Estonia,EST,1988,310
Estonia,EST,1989,357
Estonia,EST,1990,262
Estonia,EST,1991,247
Estonia,EST,1992,281
Estonia,EST,1993,225
Estonia,EST,1994,205
Estonia,EST,1995,200
Estonia,EST,1996,138
Estonia,EST,1997,124
Estonia,EST,1998,114
Estonia,EST,1999,120
Estonia,EST,2000,112
Estonia,EST,2001,110
Estonia,EST,2002,74
Estonia,EST,2003,91
Estonia,EST,2004,91
Estonia,EST,2005,79
Estonia,EST,2006,67
Estonia,EST,2007,81
Estonia,EST,2008,80
Estonia,EST,2009,57
Estonia,EST,2010,53
Estonia,EST,2011,35
Estonia,EST,2012,49
Estonia,EST,2013,27
Estonia,EST,2014,36
Estonia,EST,2015,35
Estonia,EST,2016,32
Estonia,EST,2017,32
Estonia,EST,2018,23
Estonia,EST,2019,22
Estonia,EST,2020,19
Estonia,EST,2021,29
Estonia,EST,2022,23
Estonia,EST,2023,16
Eswatini,SWZ,1950,1936
Eswatini,SWZ,1951,1961
Eswatini,SWZ,1952,1973
Eswatini,SWZ,1953,1986
Eswatini,SWZ,1954,2000
Eswatini,SWZ,1955,2015.0001
Eswatini,SWZ,1956,2032.0001
Eswatini,SWZ,1957,2049
Eswatini,SWZ,1958,2068
Eswatini,SWZ,1959,2088
Eswatini,SWZ,1960,2109
Eswatini,SWZ,1961,2129
Eswatini,SWZ,1962,2149
Eswatini,SWZ,1963,2167
Eswatini,SWZ,1964,2181
Eswatini,SWZ,1965,2201
Eswatini,SWZ,1966,2232
Eswatini,SWZ,1967,2257
Eswatini,SWZ,1968,2291
Eswatini,SWZ,1969,2329
Eswatini,SWZ,1970,2363
Eswatini,SWZ,1971,2391
Eswatini,SWZ,1972,2411
Eswatini,SWZ,1973,2424
Eswatini,SWZ,1974,2432
Eswatini,SWZ,1975,2435
Eswatini,SWZ,1976,2432
Eswatini,SWZ,1977,2420
Eswatini,SWZ,1978,2401
Eswatini,SWZ,1979,2375
Eswatini,SWZ,1980,2344
Eswatini,SWZ,1981,2310
Eswatini,SWZ,1982,2263
Eswatini,SWZ,1983,2386
Eswatini,SWZ,1984,2158
Eswatini,SWZ,1985,2090
Eswatini,SWZ,1986,2017
Eswatini,SWZ,1987,1944
Eswatini,SWZ,1988,1885
Eswatini,SWZ,1989,1886
Eswatini,SWZ,1990,1886
Eswatini,SWZ,1991,1917
Eswatini,SWZ,1992,1987
Eswatini,SWZ,1993,2074
Eswatini,SWZ,1994,2152
Eswatini,SWZ,1995,2105
Eswatini,SWZ,1996,2185
Eswatini,SWZ,1997,2288
Eswatini,SWZ,1998,2408
Eswatini,SWZ,1999,2557
Eswatini,SWZ,2000,2675
Eswatini,SWZ,2001,2761
Eswatini,SWZ,2002,2788
Eswatini,SWZ,2003,2814
Eswatini,SWZ,2004,2829
Eswatini,SWZ,2005,2803
Eswatini,SWZ,2006,2725
Eswatini,SWZ,2007,2622
Eswatini,SWZ,2008,2525
Eswatini,SWZ,2009,2360
Eswatini,SWZ,2010,2151
Eswatini,SWZ,2011,1984
Eswatini,SWZ,2012,1842
Eswatini,SWZ,2013,1736
Eswatini,SWZ,2014,1643
Eswatini,SWZ,2015,1555
Eswatini,SWZ,2016,1486
Eswatini,SWZ,2017,1421
Eswatini,SWZ,2018,1368
Eswatini,SWZ,2019,1310
Eswatini,SWZ,2020,1257
Eswatini,SWZ,2021,1212
Eswatini,SWZ,2022,1166
Eswatini,SWZ,2023,1115
Ethiopia,ETH,1950,164686
Ethiopia,ETH,1951,160218
Ethiopia,ETH,1952,161624
Ethiopia,ETH,1953,163116
Ethiopia,ETH,1954,164335
Ethiopia,ETH,1955,165132
Ethiopia,ETH,1956,165738
Ethiopia,ETH,1957,202788
Ethiopia,ETH,1958,202011
Ethiopia,ETH,1959,165669
Ethiopia,ETH,1960,168190
Ethiopia,ETH,1961,169486
Ethiopia,ETH,1962,171205
Ethiopia,ETH,1963,173275
Ethiopia,ETH,1964,175938
Ethiopia,ETH,1965,179741
Ethiopia,ETH,1966,199155
Ethiopia,ETH,1967,185621
Ethiopia,ETH,1968,190146
Ethiopia,ETH,1969,194646
Ethiopia,ETH,1970,200130
Ethiopia,ETH,1971,205801
Ethiopia,ETH,1972,221237
Ethiopia,ETH,1973,226992
Ethiopia,ETH,1974,251640
Ethiopia,ETH,1975,258228
Ethiopia,ETH,1976,241187
Ethiopia,ETH,1977,248174
Ethiopia,ETH,1978,250162
Ethiopia,ETH,1979,248895
Ethiopia,ETH,1980,248306
Ethiopia,ETH,1981,246603
Ethiopia,ETH,1982,255807
Ethiopia,ETH,1983,344903
Ethiopia,ETH,1984,347345
Ethiopia,ETH,1985,346730
Ethiopia,ETH,1986,350383
Ethiopia,ETH,1987,271765
Ethiopia,ETH,1988,279690
Ethiopia,ETH,1989,284796
Ethiopia,ETH,1990,292301
Ethiopia,ETH,1991,290796
Ethiopia,ETH,1992,294909
Ethiopia,ETH,1993,296329
Ethiopia,ETH,1994,295407
Ethiopia,ETH,1995,292687
Ethiopia,ETH,1996,289382
Ethiopia,ETH,1997,285208
Ethiopia,ETH,1998,279054
Ethiopia,ETH,1999,274811
Ethiopia,ETH,2000,267228
Ethiopia,ETH,2001,260591
Ethiopia,ETH,2002,253399
Ethiopia,ETH,2003,245098
Ethiopia,ETH,2004,236984
Ethiopia,ETH,2005,229393
Ethiopia,ETH,2006,220639
Ethiopia,ETH,2007,210359
Ethiopia,ETH,2008,200296
Ethiopia,ETH,2009,190063
Ethiopia,ETH,2010,181154
Ethiopia,ETH,2011,173272
Ethiopia,ETH,2012,165335
Ethiopia,ETH,2013,158082
Ethiopia,ETH,2014,153716
Ethiopia,ETH,2015,150679
Ethiopia,ETH,2016,148772
Ethiopia,ETH,2017,146711
Ethiopia,ETH,2018,145725
Ethiopia,ETH,2019,145229
Ethiopia,ETH,2020,143329
Ethiopia,ETH,2021,140713
Ethiopia,ETH,2022,137970
Ethiopia,ETH,2023,135147
Europe (UN),,1950,973440
Europe (UN),,1951,956709
Europe (UN),,1952,873361
Europe (UN),,1953,807378
Europe (UN),,1954,785593
Europe (UN),,1955,726573
Europe (UN),,1956,612853
Europe (UN),,1957,594476
Europe (UN),,1958,549760
Europe (UN),,1959,529818
Europe (UN),,1960,488374
Europe (UN),,1961,451968
Europe (UN),,1962,421774
Europe (UN),,1963,399866
Europe (UN),,1964,368981
Europe (UN),,1965,337590
