CODE,LINE ITEM,AMOUNT,DEPARTMENT,MINISTRY
22020405,MAINTENANCE OF PLANTS/GENERATORS,2834488,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020501,LOCAL TRAINING,12685888,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020601,SECURITY CHARGES,11540315,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020603,OFFICE RENT,80524294,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020604,RESIDENTIAL RENT,83132961,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020606,CLEANING AND FUMIGATION SERVICES,8282292,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020701,FINANCIAL CONSULTING,475870,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020702,INFORMATION TECHNOLOGY CONSULTING,666217,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020703,LEGAL SERVICES,476102,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020801,MOTOR VEHICLE FUEL COST,12058245,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020806,COOKING GAS/FUEL COST,436862,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020901,BANK CHARGES (OTHER THAN INTEREST),1332435,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22020902,INSURANCE PREMIUM,5294288,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22021001,REFRESHMENT & MEALS,48633212,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22021003,PUBLICITY & ADVERTISEMENTS,475870,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22021004,MEDICAL EXPENSES,38069561,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22021005,FOREIGN SERVICE SCHOOL FEES PAYMENT,82230251,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22021006,POSTAGES & COURIER SERVICES,951739,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22021007,WELFARE PACKAGES,10528853,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22021008,SUBSCRIPTION TO PROFESSIONAL BODIES,1443471,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
22021009,SPORTING ACTIVITIES,951739,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,551691762,FOREIGN MISSION   :   TUNIS,MINISTRY OF FOREIGN AFFAIRS
21020102,FOREIGN SERVICE,2123369685,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,23880288,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020103,INTERNATIONAL TRAVEL & TRANSPORT: TRAINING,14506817,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020104,INTERNATIONAL TRAVEL & TRANSPORT: OTHERS,62651772,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020201,ELECTRICITY CHARGES,34750979,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020202,TELEPHONE CHARGES,7765876,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020203,INTERNET ACCESS CHARGES,4317070,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020204,SATELLITE BROADCASTING ACCESS CHARGES,2162813,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020205,WATER RATES,8812478,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020206,SEWERAGE CHARGES,9713650,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,18682787,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020302,BOOKS,458218,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020303,NEWSPAPERS,227324,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020304,MAGAZINES & PERIODICALS,765996,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020305,PRINTING OF NON SECURITY DOCUMENTS,6691202,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020306,PRINTING OF SECURITY DOCUMENTS,3788677,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020307,DRUGS & MEDICAL SUPPLIES,3889998,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020311,FOOD STUFF / CATERING MATERIALS SUPPLIES,21722001,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,16724020,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020402,MAINTENANCE OF OFFICE FURNITURE,3247974,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,78209551,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,7712063,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020501,LOCAL TRAINING,16086262,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020601,SECURITY CHARGES,1802344,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020603,OFFICE RENT,0,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020604,RESIDENTIAL RENT,0,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020606,CLEANING AND FUMIGATION SERVICES,4847321,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020701,FINANCIAL CONSULTING,3788677,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020702,INFORMATION TECHNOLOGY CONSULTING,6308204,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020703,LEGAL SERVICES,450586,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020801,MOTOR VEHICLE FUEL COST,12165387,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020806,COOKING GAS/FUEL COST,4992485,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020901,BANK CHARGES (OTHER THAN INTEREST),1966151,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22020902,INSURANCE PREMIUM,7712063,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22021001,REFRESHMENT & MEALS,32671264,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22021003,PUBLICITY & ADVERTISEMENTS,450586,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22021004,MEDICAL EXPENSES,32295411,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22021005,FOREIGN SERVICE SCHOOL FEES PAYMENT,87498916,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22021006,POSTAGES & COURIER SERVICES,901172,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22021007,WELFARE PACKAGES,16611137,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22021008,SUBSCRIPTION TO PROFESSIONAL BODIES,2006815,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
22021009,SPORTING ACTIVITIES,597725,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,548730380,FOREIGN MISSION   :   VIENNA,MINISTRY OF FOREIGN AFFAIRS
21020102,FOREIGN SERVICE,1496836605,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,22672288,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020103,INTERNATIONAL TRAVEL & TRANSPORT: TRAINING,1676581,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020104,INTERNATIONAL TRAVEL & TRANSPORT: OTHERS,47218331,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020201,ELECTRICITY CHARGES,15304171,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020202,TELEPHONE CHARGES,5412610,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020203,INTERNET ACCESS CHARGES,910537,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020204,SATELLITE BROADCASTING ACCESS CHARGES,2160233,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020205,WATER RATES,5952793,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020206,SEWERAGE CHARGES,6300680,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,8030183,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020302,BOOKS,0,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020303,NEWSPAPERS,227026,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020304,MAGAZINES & PERIODICALS,765083,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020305,PRINTING OF NON SECURITY DOCUMENTS,6683221,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020306,PRINTING OF SECURITY DOCUMENTS,1440155,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020307,DRUGS & MEDICAL SUPPLIES,8147196,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020311,FOOD STUFF / CATERING MATERIALS SUPPLIES,13937868,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,8258255,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020402,MAINTENANCE OF OFFICE FURNITURE,3031009,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,9662407,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,900097,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020405,MAINTENANCE OF PLANTS/GENERATORS,0,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020501,LOCAL TRAINING,15771331,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020601,SECURITY CHARGES,5400583,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020603,OFFICE RENT,123597914,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020604,RESIDENTIAL RENT,0,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020606,CLEANING AND FUMIGATION SERVICES,1440155,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020701,FINANCIAL CONSULTING,450049,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020702,INFORMATION TECHNOLOGY CONSULTING,630068,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020703,LEGAL SERVICES,450049,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020801,MOTOR VEHICLE FUEL COST,5760622,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020806,COOKING GAS/FUEL COST,413145,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020901,BANK CHARGES (OTHER THAN INTEREST),1260136,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22020902,INSURANCE PREMIUM,5698012,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22021001,REFRESHMENT & MEALS,17309737,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22021003,PUBLICITY & ADVERTISEMENTS,450049,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22021004,MEDICAL EXPENSES,23705473,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22021005,FOREIGN SERVICE SCHOOL FEES PAYMENT,105421876,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22021006,POSTAGES & COURIER SERVICES,900097,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22021007,WELFARE PACKAGES,12362698,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22021008,SUBSCRIPTION TO PROFESSIONAL BODIES,1365147,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
22021009,SPORTING ACTIVITIES,2526512,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,538189918,FOREIGN MISSION   :   WARSAW,MINISTRY OF FOREIGN AFFAIRS
21020102,FOREIGN SERVICE,4685970450,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,34410708,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020103,INTERNATIONAL TRAVEL & TRANSPORT: TRAINING,11764077,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020104,INTERNATIONAL TRAVEL & TRANSPORT: OTHERS,66860972,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020201,ELECTRICITY CHARGES,45168068,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020202,TELEPHONE CHARGES,9758841,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020203,INTERNET ACCESS CHARGES,14321858,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020204,SATELLITE BROADCASTING ACCESS CHARGES,2574105,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020205,WATER RATES,6688093,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020206,SEWERAGE CHARGES,10817038,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,21036416,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020302,BOOKS,1914534,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020303,NEWSPAPERS,281889,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020304,MAGAZINES & PERIODICALS,911662,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020305,PRINTING OF NON SECURITY DOCUMENTS,8044084,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020306,PRINTING OF SECURITY DOCUMENTS,1716070,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020307,DRUGS & MEDICAL SUPPLIES,4629772,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020311,FOOD STUFF / CATERING MATERIALS SUPPLIES,11529851,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,36132515,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020402,MAINTENANCE OF OFFICE FURNITURE,1072544,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,19672179,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,7515932,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020501,LOCAL TRAINING,19280439,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020601,SECURITY CHARGES,19672179,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020603,OFFICE RENT,0,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020604,RESIDENTIAL RENT,105368514,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020606,CLEANING AND FUMIGATION SERVICES,1716070,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020701,FINANCIAL CONSULTING,1823326,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020702,INFORMATION TECHNOLOGY CONSULTING,750782,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020703,LEGAL SERVICES,536272,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020801,MOTOR VEHICLE FUEL COST,23410425,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020806,COOKING GAS/FUEL COST,10584083,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020901,BANK CHARGES (OTHER THAN INTEREST),1501564,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22020902,INSURANCE PREMIUM,32176332,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22021001,REFRESHMENT & MEALS,51795969,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22021003,PUBLICITY & ADVERTISEMENTS,537832,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22021004,MEDICAL EXPENSES,30889277,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22021005,FOREIGN SERVICE SCHOOL FEES PAYMENT,173913030,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22021006,POSTAGES & COURIER SERVICES,1072544,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22021007,WELFARE PACKAGES,44045056,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22021008,SUBSCRIPTION TO PROFESSIONAL BODIES,1626693,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
22021009,SPORTING ACTIVITIES,12870533,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,538133686,FOREIGN MISSION   :   WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
21020102,FOREIGN SERVICE,1345460820,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,19301491,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020103,INTERNATIONAL TRAVEL & TRANSPORT: TRAINING,5013442,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020104,INTERNATIONAL TRAVEL & TRANSPORT: OTHERS,32235852,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020201,ELECTRICITY CHARGES,31169587,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020202,TELEPHONE CHARGES,6897221,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020203,INTERNET ACCESS CHARGES,1985912,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020204,SATELLITE BROADCASTING ACCESS CHARGES,4711535,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020205,WATER RATES,2944710,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020206,SEWERAGE CHARGES,8146879,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,7270030,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020302,BOOKS,1401712,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020303,NEWSPAPERS,494890,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020304,MAGAZINES & PERIODICALS,1668669,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020305,PRINTING OF NON SECURITY DOCUMENTS,2453925,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020306,PRINTING OF SECURITY DOCUMENTS,3141023,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020307,DRUGS & MEDICAL SUPPLIES,6822571,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020311,FOOD STUFF / CATERING MATERIALS SUPPLIES,26175196,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,8716340,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020402,MAINTENANCE OF OFFICE FURNITURE,1963140,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,11778838,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,3680887,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020405,MAINTENANCE OF PLANTS/GENERATORS,981570,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020501,LOCAL TRAINING,5505463,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020601,SECURITY CHARGES,11650404,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020603,OFFICE RENT,0,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020604,RESIDENTIAL RENT,0,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020606,CLEANING AND FUMIGATION SERVICES,6134661,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020701,FINANCIAL CONSULTING,981570,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020702,INFORMATION TECHNOLOGY CONSULTING,1374198,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020703,LEGAL SERVICES,981570,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020801,MOTOR VEHICLE FUEL COST,12269321,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020803,PLANT / GENERATOR FUEL COST,3141023,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020901,BANK CHARGES (OTHER THAN INTEREST),2748396,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22020902,INSURANCE PREMIUM,5808930,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22021001,REFRESHMENT & MEALS,36195229,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22021003,PUBLICITY & ADVERTISEMENTS,981570,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22021004,MEDICAL EXPENSES,11976503,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22021005,FOREIGN SERVICE SCHOOL FEES PAYMENT,110884124,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22021006,POSTAGES & COURIER SERVICES,1963140,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22021007,WELFARE PACKAGES,30869017,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22021008,SUBSCRIPTION TO PROFESSIONAL BODIES,2977429,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
22021009,SPORTING ACTIVITIES,1963450,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,140000000,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,396777879,FOREIGN MISSION   :   WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
21020102,FOREIGN SERVICE,1306765920,FOREIGN MISSION   :   YAOUNDE,MINISTRY OF FOREIGN AFFAIRS
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,1326726,FOREIGN MISSION   :   YAOUNDE,MINISTRY OF FOREIGN AFFAIRS
22020104,INTERNATIONAL TRAVEL & TRANSPORT: OTHERS,19653635,FOREIGN MISSION   :   YAOUNDE,MINISTRY OF FOREIGN AFFAIRS
22020201,ELECTRICITY CHARGES,25977217,FOREIGN MISSION   :   YAOUNDE,MINISTRY OF FOREIGN AFFAIRS
22020202,TELEPHONE CHARGES,4709622,FOREIGN MISSION   :   YAOUNDE,MINISTRY OF FOREIGN AFFAIRS
22020203,INTERNET ACCESS CHARGES,792296,FOREIGN MISSION   :   YAOUNDE,MINISTRY OF FOREIGN AFFAIRS
22020204,SATELLITE BROADCASTING ACCESS CHARGES,1879659,FOREIGN MISSION   :   YAOUNDE,MINISTRY OF FOREIGN AFFAIRS
