Date,Machine_ID,Assembly_Line_No,Hydraulic_Pressure(bar),Coolant_Pressure(bar),Air_System_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Vibration,Tool_Vibration,Spindle_Speed(RPM),Voltage(volts),Torque(Nm),Cutting(kN),Downtime
25-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,64.25,6.796630472,6.145402806,25.2,47.7,42.2,1.045,13.41,19348.0,311.0,24.67448832,2.6,Machine_Failure
25-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,95.58,4.794016047,7.040538654,25.7,45.1,36.2,1.278,30.617,19340.0,342.0,24.68469493,2.86,Machine_Failure
25-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,68.6,4.799931918,6.874115853,26.6,43.6,33.1,0.982,28.31,19349.0,334.0,24.67321309,2.59,Machine_Failure
25-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,121.4308068,5.341661547,6.352826446,4.5,42.3,35.2,1.711,23.893,21473.0,316.0,35.58033366,2.02,No_Machine_Failure
25-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,86.42,5.918357337,7.230383767,6.1,48.1,41.2,0.532,23.505,19321.0,395.0,24.70896952,2.76,Machine_Failure
25-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,101.3247628,5.337327821,6.826805328,8.7,51.9,31.4,1.191,25.611,19197.0,370.0,22.26584581,2.9,No_Machine_Failure
25-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,140.6438248,5.34137028,6.500257971,7.4,43.0,27.3,0.648,32.304,18436.0,294.0,22.25235387,2.89,No_Machine_Failure
25-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,77.57,4.79898143,6.636934142,24.3,44.0,36.8,0.892,25.796,19348.0,300.0,24.67448832,2.63,Machine_Failure
25-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,68.97,4.79522262,,17.0,49.1,37.0,0.94,24.307,19345.0,349.0,24.67831481,3.65,Machine_Failure
25-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,59.63,6.863944117,5.557025801,5.0,39.1,35.4,0.778,22.247,19311.0,302.0,24.7217648,2.59,Machine_Failure
25-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,61.73,4.791396578,6.378924217,14.6,50.3,35.2,0.87,12.807,19333.0,346.0,24.69363265,2.7,Machine_Failure
25-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,119.2628702,5.330304855,6.74813497,5.7,44.5,34.2,0.336,32.064,21419.0,337.0,22.28871563,2.95,No_Machine_Failure
25-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,56.91,5.567856573,6.28700976,12.4,51.6,28.7,1.03,28.053,19188.0,397.0,24.88023765,2.71,Machine_Failure
25-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,99.09,6.839413159,6.339354899,6.1,49.1,30.9,1.127,37.569,19265.0,373.0,24.78079419,2.61,Machine_Failure
25-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,112.7546781,3.106960002,6.414025285,23.0,47.4,34.1,1.209,24.802,21211.0,365.0,33.35511961,3.06,No_Machine_Failure
25-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,105.0901352,3.053451378,6.455772172,22.6,49.6,39.5,1.246,15.139,21057.0,473.0,22.67189058,2.97,No_Machine_Failure
25-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,109.3795002,5.27674831,6.99674514,22.9,52.4,39.8,0.565,19.495,21210.0,387.0,22.50834512,2.77,No_Machine_Failure
25-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,148.8822967,3.164804649,6.271464128,12.2,54.2,35.3,0.912,25.833,21107.0,297.0,22.61818354,3.1,No_Machine_Failure
25-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,78.96,4.566853902,6.517092614,4.9,53.4,36.9,1.576,19.996,19263.0,346.0,24.78336708,2.56,Machine_Failure
24-12-2021,Makino-L1-Unit1-2013,Shopfloor-L1,,5.15050451,6.585693164,9.9,44.4,32.2,0.436,18.025,15217.0,359.0,23.04174912,1.95,No_Machine_Failure
24-12-2021,Makino-L1-Unit1-2013,Shopfloor-L1,114.1453675,5.145508474,6.637016313,21.7,45.5,30.3,0.666,30.961,20695.0,363.0,23.06847065,2.89,No_Machine_Failure
24-11-2021,Makino-L3-Unit1-2015,Shopfloor-L3,88.64,6.560332199,6.210166579,6.1,44.4,36.8,0.815,24.067,0.0,328.0,29.00552889,2.26,Machine_Failure
24-05-2022,Makino-L1-Unit1-2013,Shopfloor-L1,110.7176597,5.145550595,6.779280723,21.7,49.1,30.7,0.747,29.742,20698.0,350.0,23.06512707,1.91,No_Machine_Failure
24-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,59.96,6.893181921,5.939990396,17.1,47.9,33.5,0.596,16.621,18527.0,350.0,25.7679063,2.66,Machine_Failure
24-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,129.1277004,5.123234957,7.25833886,10.6,47.1,36.3,0.891,27.744,20597.0,352.0,34.97300419,2.11,No_Machine_Failure
24-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,130.7049468,5.121165152,6.681547078,6.8,50.1,34.6,1.004,27.263,20589.0,371.0,31.62033518,1.88,No_Machine_Failure
24-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,112.4868133,5.125908237,6.88270574,5.7,47.5,34.8,1.281,26.08,20613.0,349.0,30.51400825,2.88,No_Machine_Failure
24-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,130.4351649,5.116444878,7.318400977,12.2,49.5,40.3,0.714,10.143,20572.0,416.0,32.37045571,1.86,No_Machine_Failure
24-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,125.7843388,5.12225447,6.54934131,9.9,44.8,37.1,1.296,12.371,20594.0,330.0,33.92336502,2.17,No_Machine_Failure
24-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,111.386512,5.123106173,7.114024095,6.8,43.5,33.8,0.738,20.794,20595.0,412.0,35.5812209,2.01,No_Machine_Failure
24-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,109.7058679,5.120031628,6.433124866,4.5,42.2,36.5,0.794,20.353,20584.0,342.0,33.92336502,2.88,No_Machine_Failure
24-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,137.6339947,5.120471619,6.774450311,21.4,42.3,34.6,0.709,25.712,20587.0,334.0,23.18948851,2.96,No_Machine_Failure
24-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,110.9528774,5.117301369,6.625291537,21.4,43.1,33.4,1.005,21.426,20575.0,405.0,23.20301337,3.0,No_Machine_Failure
24-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,134.54,6.893181921,6.649668032,8.0,48.3,32.9,0.47,36.048,21951.0,334.0,0.0,3.67,Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,98.7,5.918357337,6.952835424,16.7,49.6,38.0,1.135,20.887,27957.0,326.0,28.78343181,3.55,Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,76.74,4.09540211,6.453389529,24.1,47.5,36.5,1.075,22.964,16395.0,314.0,16.96410507,2.2,Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,125.95,6.560332199,6.812503811,26.7,45.6,36.0,1.06,37.934,17919.0,414.0,29.14898034,3.55,Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,98.7,4.113492484,6.773633155,7.8,49.9,33.0,1.147,38.734,16558.0,351.0,28.83210533,2.44,Machine_Failure
24-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,139.34,5.358623507,6.802770292,18.6,46.0,36.7,0.679,26.659,20504.0,307.0,29.20783114,2.49,Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,71.04,6.960635908,6.175436646,21.2,44.1,30.6,0.834,25.969,21951.0,334.0,29.18818782,2.15,Machine_Failure
24-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,121.0226115,5.646807964,6.298924223,5.7,43.0,34.1,0.774,29.641,19197.0,388.0,21.12865678,1.87,No_Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,112.4224642,5.649194832,6.57685177,26.3,51.1,34.8,1.301,24.465,22603.0,342.0,21.1211786,2.11,No_Machine_Failure
24-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,145.98,4.84252053,6.967418223,14.0,48.7,33.5,0.424,29.275,27333.0,304.0,29.115204,2.35,Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,127.8264919,5.591510892,6.012187221,25.8,40.7,35.2,1.033,33.793,22393.0,335.0,21.31925155,2.02,No_Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,137.4455053,5.620539992,5.589385621,4.5,48.8,33.5,1.167,21.928,19197.0,322.0,21.2065565,2.93,No_Machine_Failure
24-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,92.44,6.893181921,6.1642515,27.0,47.8,35.8,1.184,17.086,20801.0,386.0,29.13830566,3.59,Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,134.4519637,5.593649586,5.696312446,25.9,43.4,31.5,1.346,20.061,22405.0,211.0,33.35511961,3.17,No_Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,134.54,4.094482785,6.350662242,5.1,44.8,40.7,0.639,12.853,16389.0,314.0,29.12941607,2.17,Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,141.14,4.113429545,6.582795504,8.1,41.3,35.5,0.997,43.893,16541.0,366.0,28.8617375,2.22,Machine_Failure
24-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,141.14,5.567856573,6.994889301,5.9,41.4,31.8,1.577,41.051,25528.0,394.0,29.15966284,3.58,Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,118.9057732,5.58354443,7.314003943,7.4,47.4,36.8,0.377,37.228,22331.0,380.0,32.51929855,1.99,No_Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,123.7131151,5.591662066,6.742820516,10.6,45.6,37.3,0.677,20.314,22394.0,353.0,21.31829954,3.23,No_Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,63.76,4.566853902,6.731306885,13.7,49.2,37.1,1.257,12.189,23432.0,342.0,29.18283514,3.93,Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,141.915553,5.619631148,6.678981701,7.4,44.0,40.0,1.213,15.52,22511.0,303.0,32.37045571,3.0,No_Machine_Failure
24-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,114.4014569,5.591402322,6.207112415,8.7,47.3,39.0,0.842,20.699,22383.0,341.0,35.58033366,2.02,No_Machine_Failure
24-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,142.36,6.839413159,6.703593916,32.3,48.5,31.7,0.343,23.954,26526.0,373.0,29.17570128,3.59,Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,127.9797701,5.588143922,6.804256447,11.9,39.8,34.5,1.667,28.129,22364.0,367.0,35.5812209,1.85,No_Machine_Failure
24-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,136.9081305,5.590587447,7.114362887,4.5,51.1,34.9,0.602,27.411,22369.0,416.0,35.58033366,1.87,No_Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,132.8734571,5.590946426,5.978766065,8.7,47.0,35.4,0.755,15.061,22380.0,359.0,33.92336502,1.95,No_Machine_Failure
24-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,80.27,6.863944117,6.293629127,22.0,50.8,44.4,1.301,21.768,27613.0,349.0,29.2507812,3.49,Machine_Failure
24-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,61.73,4.86086247,6.941597908,6.9,49.3,33.8,1.09,34.469,26605.0,381.0,29.213193,3.91,Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,148.5053488,5.315880577,6.579587828,11.9,52.2,34.4,0.703,21.298,14266.0,387.0,35.5812209,3.11,No_Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,142.0082012,5.292056063,7.163670748,5.7,51.8,30.5,,26.161,16198.0,310.0,22.4606916,1.88,No_Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,106.8922785,5.317554484,6.230702427,7.4,44.4,36.4,0.69,25.064,18436.0,323.0,31.62033518,1.95,No_Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,128.8130869,5.313221796,6.430073321,8.7,44.8,36.2,0.958,27.853,19197.0,359.0,32.51929855,2.74,No_Machine_Failure
24-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,142.6360534,5.316627769,6.259514527,10.6,49.6,36.4,1.316,13.418,14152.0,360.0,34.97300419,3.11,No_Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,114.4595853,3.053148837,5.601534834,5.7,41.7,32.6,1.036,22.288,21294.0,477.0,34.97300419,3.06,No_Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,136.3214721,5.309410605,6.310762001,6.8,45.2,38.2,1.169,27.173,21355.0,382.0,34.97300419,2.75,No_Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,145.8448023,3.053451378,7.358308577,4.5,45.0,40.3,1.277,22.994,21295.0,429.0,33.92336502,2.88,No_Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,91.89,4.814777241,6.229586087,24.4,44.2,34.6,0.531,19.374,27957.0,357.0,24.59947442,3.55,Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,60.06,4.784273106,,30.3,47.9,36.7,0.553,25.963,21951.0,348.0,24.75252761,3.55,Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,128.8130869,3.126011472,6.430073321,8.7,44.8,36.2,0.958,27.853,22126.0,359.0,21.57651632,3.18,No_Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,94.93,4.84252053,6.539295201,26.4,48.5,42.5,1.05,25.291,25528.0,328.0,24.87505211,3.93,Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,138.2282164,5.299338088,6.615281829,11.9,,28.6,1.291,29.646,21294.0,352.0,31.62033518,3.06,No_Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,67.73,4.760826391,6.580931157,25.6,47.8,34.3,0.628,23.519,17919.0,328.0,24.85950844,3.58,Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,101.8212798,5.299559105,5.933790175,5.7,47.0,34.9,1.119,39.654,17726.0,281.0,33.92336502,,No_Machine_Failure
24-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,108.9688145,5.298239369,6.56919698,23.1,44.6,36.8,1.544,17.911,13272.0,365.0,22.43219622,1.85,No_Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,94.12,4.80276381,6.453833247,30.3,52.2,32.2,1.081,31.288,19356.0,415.0,24.66429014,2.64,Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,91.77,4.783945614,6.167946039,29.8,43.4,31.7,0.945,14.81,20504.0,447.0,24.75252761,3.67,Machine_Failure
24-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,82.45,4.815819738,5.974469414,28.7,45.7,32.0,0.901,28.348,26605.0,289.0,24.59440523,3.69,Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,58.4,4.810830588,6.304943922,27.0,52.0,33.8,0.846,23.448,27613.0,387.0,24.61469451,3.67,Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,140.8120063,5.319111059,6.676211507,23.4,42.0,37.5,1.237,24.249,21388.0,296.0,22.32102113,2.02,No_Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,95.45,4.78355714,6.605684893,26.4,47.3,36.5,1.109,30.765,26526.0,394.0,24.75381105,3.61,Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,82.36,4.801389002,7.007794986,25.6,46.9,35.9,0.768,37.08,23432.0,346.0,24.66938818,2.7,Machine_Failure
24-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,96.02,4.817527688,6.07776697,24.4,48.8,29.7,0.64,20.646,19418.0,365.0,24.58553919,3.67,Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,67.73,4.806130315,5.861132997,29.8,54.0,33.1,1.301,18.827,19369.0,382.0,24.64773607,2.87,Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,83.06,4.806350941,6.465766384,12.4,44.1,34.7,0.659,23.588,19371.0,435.0,24.64519127,3.67,Machine_Failure
24-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,96.81,4.804042973,6.750145267,24.4,50.8,33.0,0.471,,19356.0,334.0,24.66429014,2.67,Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,59.36,4.802691438,7.038517845,25.6,45.4,30.9,0.903,36.092,19355.0,339.0,24.66556445,2.64,Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,76.84,4.807144436,6.087879673,26.4,59.5,43.5,0.709,24.568,19380.0,363.0,24.63374613,2.83,Machine_Failure
24-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,67.99,4.804072834,6.71129482,27.0,47.3,36.0,1.596,25.165,19362.0,350.0,24.65664704,2.67,Machine_Failure
24-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,98.71,4.80788494,6.606284484,28.7,50.3,35.4,1.052,25.29,19382.0,464.0,24.63120421,2.72,Machine_Failure
24-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,121.0567988,5.238579471,6.554836723,11.9,53.2,25.5,0.532,16.286,21071.0,329.0,33.35511961,2.02,No_Machine_Failure
24-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,67.02,4.761176704,7.027456068,22.5,49.7,39.8,1.038,28.917,19206.0,350.0,24.85691971,2.83,Machine_Failure
24-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,118.6941205,5.233876854,6.295692649,22.5,48.0,33.6,0.864,17.754,19197.0,351.0,22.69560257,2.11,No_Machine_Failure
24-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,94.27,4.759350857,6.840677104,26.4,40.1,34.3,0.516,21.67,19199.0,386.0,16.44955444,2.55,Machine_Failure
24-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,64.3,4.760435125,6.626875885,10.8,46.8,33.0,1.072,27.662,19201.0,403.0,15.90071615,2.76,Machine_Failure
24-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,121.02847,5.23076198,7.235642793,22.5,48.6,41.1,0.839,30.693,14152.0,230.0,34.97300419,2.86,No_Machine_Failure
24-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,115.1962448,3.106960002,5.832807403,22.7,42.3,36.3,1.199,25.089,21121.0,261.0,34.97300419,2.99,No_Machine_Failure
24-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,142.5502468,3.888834693,6.809131122,22.6,47.2,36.1,0.87,19.765,15217.0,285.0,32.37045571,2.94,No_Machine_Failure
24-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,144.0540113,3.106960002,6.433042208,22.5,53.7,31.3,1.704,24.988,21030.0,331.0,22.70099857,2.8,No_Machine_Failure
23-05-2022,Makino-L3-Unit1-2015,Shopfloor-L3,103.8815796,3.105982448,7.009617356,21.7,43.9,33.5,1.301,27.61,20698.0,287.0,35.5812209,2.88,No_Machine_Failure
23-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,157.7775077,3.126011472,6.798292863,21.5,40.7,38.7,0.992,34.88,20611.0,321.0,33.92336502,2.95,No_Machine_Failure
23-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,149.8179485,3.053148837,7.117776015,21.5,45.4,30.0,0.934,26.472,20602.0,345.0,30.51400825,2.87,No_Machine_Failure
23-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,72.94,4.592468055,6.172023184,9.8,46.5,28.1,0.971,29.207,18531.0,337.0,17.89931102,2.75,Machine_Failure
23-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,143.3169567,3.106960002,6.713942254,21.4,50.7,34.7,1.102,14.596,20567.0,433.0,34.97300419,2.92,No_Machine_Failure
23-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,128.7171237,3.888834693,7.194663714,21.4,48.4,34.6,1.279,23.393,20567.0,375.0,31.62033518,3.02,No_Machine_Failure
23-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,51.04,5.918357337,6.249656687,28.7,52.2,39.0,1.737,17.271,23432.0,266.0,25.75817417,3.49,Machine_Failure
23-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,98.82928898,3.053451378,7.076652639,21.5,49.7,42.2,0.499,25.16,20607.0,325.0,35.58033366,2.83,No_Machine_Failure
23-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,129.4596461,3.164804649,6.427444601,21.4,47.5,27.0,1.157,28.696,20564.0,274.0,32.37045571,2.76,No_Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,160.3538284,5.662801463,6.417367546,26.4,52.8,36.0,1.064,25.985,14152.0,363.0,33.35511961,1.85,No_Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,128.562007,5.653663897,6.409068276,26.3,42.0,34.2,0.4,25.479,19197.0,374.0,21.10717128,1.95,No_Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,137.37,4.22527223,5.5273256,19.2,40.6,37.5,0.799,34.682,16942.0,351.0,28.17860937,2.33,Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,94.78,4.228527188,6.694009111,7.0,43.5,29.3,1.142,23.038,16954.0,265.0,28.15866462,2.37,Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,135.93,4.235347498,6.93025981,7.5,40.7,34.4,1.117,27.324,16988.0,363.0,28.10230751,2.33,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,88.11041871,3.053451378,6.868774545,26.4,47.8,30.5,0.822,15.382,15217.0,260.0,33.92336502,3.0,No_Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,132.8324943,5.661054301,7.099819906,5.7,46.5,33.7,1.091,16.251,22639.0,261.0,21.08759221,3.1,No_Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,72.3,4.235889725,5.680891246,10.3,41.4,35.2,0.615,24.015,16993.0,333.0,28.09403872,2.24,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,92.95,4.236806854,6.345075671,24.3,43.0,34.1,1.211,27.098,16996.0,343.0,28.08907978,2.43,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,96.48,4.104309228,7.210097369,10.3,52.3,41.3,1.365,28.513,16455.0,258.0,29.01257976,2.37,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,120.534968,5.661335656,6.595884882,26.4,47.3,33.5,1.05,27.834,15217.0,424.0,21.08666078,1.87,No_Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,71.64,6.960635908,5.690123347,29.8,48.1,36.7,1.771,23.557,25528.0,367.0,28.97735964,3.58,Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,83.1,5.358623507,6.524080591,28.7,40.2,37.0,0.799,41.247,17919.0,387.0,28.97735964,3.55,Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,73.4,6.893181921,6.505579362,24.4,56.9,35.3,1.322,31.812,26526.0,310.0,28.91592974,3.59,Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,82.14,4.84252053,6.423233481,30.3,51.8,42.4,0.172,29.235,23432.0,337.0,28.94573455,3.93,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,159.5445114,3.888834693,6.563999658,26.4,54.7,29.2,1.488,23.444,22663.0,372.0,21.06526056,1.95,No_Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,52.75,5.567856573,6.868100822,30.3,46.5,40.4,0.647,19.065,27613.0,367.0,28.12051599,3.61,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,51.04,5.918357337,6.544136016,25.6,49.5,33.0,0.554,22.031,27613.0,301.0,28.86348247,3.49,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,108.7856459,5.66450374,6.988066725,12.2,51.5,35.2,0.518,20.648,22668.0,354.0,21.06061408,3.28,No_Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,139.1327475,5.648829384,6.278029503,26.3,38.3,37.6,1.059,23.462,22603.0,365.0,21.1211786,3.0,No_Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,146.3361505,5.659262955,6.523366258,26.3,52.0,31.5,0.953,14.345,22628.0,268.0,21.09784338,2.01,No_Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,112.5104127,5.649922565,6.519616995,26.3,50.0,31.5,0.903,9.138,22605.0,291.0,21.11930989,1.91,No_Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,120.9186181,,6.260210196,26.3,47.8,44.5,0.776,21.127,22612.0,324.0,21.11277198,1.95,No_Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,99.15558105,3.895031347,6.421873302,26.4,50.5,38.2,0.393,27.333,22672.0,379.0,21.05689838,3.21,No_Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,118.0744096,,7.183487916,26.4,43.0,35.7,1.484,19.249,22672.0,362.0,33.35511961,3.22,No_Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,69.36,6.560332199,6.208989374,29.8,43.4,28.2,0.294,17.775,26526.0,356.0,29.0231625,3.91,Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,121.2185149,3.105982448,6.951872896,26.3,47.6,39.0,0.787,27.308,22609.0,303.0,21.11557344,3.1,No_Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,138.1609209,5.654772793,6.351265886,26.3,50.8,33.4,0.741,30.821,18436.0,398.0,21.10064088,1.99,No_Machine_Failure
23-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,57.76,4.86086247,6.420918732,27.0,50.5,35.1,1.392,22.607,27957.0,240.0,28.86871863,3.55,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,69.04,6.839413159,6.715524336,29.8,45.4,37.0,1.053,22.746,16952.0,336.0,28.16198679,2.4,Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,150.9636706,3.164804649,5.697990065,26.1,50.9,36.2,0.316,20.649,22515.0,332.0,21.20373085,2.95,No_Machine_Failure
23-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,134.02,4.231212722,6.852735347,4.2,49.4,35.7,1.655,33.914,16959.0,309.0,28.15036264,2.26,Machine_Failure
23-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,92.68,4.258851391,6.399413351,17.6,49.0,28.8,0.975,20.308,17092.0,314.0,27.93131289,2.27,Machine_Failure
